target_id	length	eff_length	est_counts	tpm
NM_019701	2344	2176.88	0	0
NM_027661	1408	1240.88	0	0
NM_010239	942	774.88	9986.19	240.713
NM_024412	2409	2241.88	0	0
NM_030601	3654	3486.88	56.6219	0.303307
NM_001085525	842	674.916	0	0
NM_009765	10940	10772.9	693.835	1.20298
NM_009899	3899	3731.88	170.148	0.851596
NR_073181	1511	1343.88	11.8091	0.164132
NR_130895	3798	3630.88	17.6201	0.0906425
NR_126156	658	490.976	0	0
NR_126157	542	375.137	7.01865	0.349461
NR_126537	712	544.976	1.0309	0.0353325
NM_018746	3164	2996.88	0	0
NM_013903	3276	3108.88	43	0.258345
NM_008406	3077	2909.88	0	0
NM_001289633	3044	2876.88	0	0
NM_001033199	2997	2829.88	0	0
NM_001289632	3113	2945.88	6	0.0380427
NM_001159299	3161	2993.88	2.66159e-08	1.66051e-10
NM_008407	2832	2664.88	0	0
NM_001243262	1954	1786.88	0	0
NM_007541	496	329.331	2	0.113431
NM_198190	2027	1859.88	138.967	1.3956
NM_001289775	3729	3561.88	0	0
NM_001134391	2209	2041.88	46.1785	0.42242
NM_001276397	1616	1448.88	23	0.296504
NM_009694	1218	1050.88	13	0.23106
NM_001003717	7115	6947.88	683.531	1.83756
NM_001081204	4543	4375.88	1248	5.32702
NM_175489	7152	6984.88	1791.94	4.7918
NM_177992	1560	1392.88	741	9.93663
NM_010859	898	730.88	0	0
NM_008830	4083	3915.88	8	0.0381589
NM_001291910	7632	7464.88	0	0
NM_172690	3410	3242.88	0	0
NM_001033532	5375	5207.88	583	2.09094
NM_207531	819	651.916	1	0.0286512
NM_001003910	4365	4197.88	34.8928	0.155253
NM_153595	2360	2192.88	18.6743	0.159061
NM_009624	7840	7672.88	396	0.963988
NM_001172160	4537	4369.88	1072.09	4.58243
NM_172121	3338	3170.88	192	1.13098
NM_027530	4097	3929.88	62.8655	0.298791
NM_001289776	4151	3983.88	5.56328e-06	2.60831e-08
NM_001289774	3561	3393.88	1037.55	5.71016
NM_031159	2265	2097.88	29.0496	0.25864
NM_009307	3386	3218.88	6.01126	0.0348815
NM_015792	3539	3371.88	3159	17.499
NM_178382	3984	3816.88	6503.91	31.8274
NM_028033	1814	1646.88	5.00123	0.0567218
NM_001289777	3976	3808.88	0	0
NM_148958	1872	1704.88	180	1.97203
NM_001003939	1865	1697.88	4.43292	0.048766
NR_073122	3036	2868.88	34.9594	0.227607
NM_011030	4057	3889.88	933.32	4.48156
NM_007558	2366	2198.88	27.4923	0.233531
NM_001256019	2405	2237.88	0	0
NM_011212	5411	5243.88	301.292	1.07317
NM_008855	8830	8662.88	103.181	0.22247
NM_133882	2239	2071.88	0	0
NM_139051	2947	2779.88	0	0
NM_178907	2816	2648.88	1190	8.39111
NM_027419	1674	1506.88	100.28	1.243
NM_027442	3002	2834.88	248.752	1.63895
NM_027617	1920	1752.88	0	0
NM_001039154	3822	3654.88	0	0
NM_001122643	3318	3150.88	177.466	1.05201
NM_001256481	1237	1069.88	6.87265	0.119984
NM_001285914	3166	2998.88	0	0
NM_001122640	3551	3383.88	87.7596	0.484412
NM_027526	3236	3068.88	1.9656e-08	1.19632e-10
NM_001122641	3269	3101.88	19.4378	0.117046
NM_001122642	3317	3149.88	32.8189	0.19461
NM_009869	2903	2735.88	0	0
NM_144529	3503	3335.88	54.5176	0.305254
NM_007667	4786	4618.88	0	0
NM_027534	5582	5414.88	980.105	3.38079
NM_027585	2106	1938.88	14.008	0.134946
NM_009455	1386	1218.88	1223.64	18.7511
NM_001285913	3203	3035.88	0	0
NM_177613	1295	1127.88	3942	65.2813
NM_026004	1687	1519.88	1330.05	16.3454
NM_133777	988	820.88	5287	120.3
NM_019803	1982	1814.88	1420	14.6142
NM_001145162	2711	2543.88	0	0
NM_001252374	1530	1362.88	905.947	12.4159
NM_001277575	1240	1072.88	0.245464	0.00427338
NM_010260	2471	2303.88	18	0.145931
NM_001277512	1240	1072.88	0	0
NM_001271017	3060	2892.88	187.39	1.2099
NM_021402	3520	3352.88	720.477	4.01362
NM_001277487	1240	1072.88	0	0
NM_025985	3837	3669.88	3779	19.2336
NM_145420	1448	1280.88	675	9.84306
NM_027391	1540	1372.88	6	0.0816307
NM_001039159	3220	3052.88	628.281	3.84396
NM_025356	2619	2451.88	18790	143.14
NM_019912	2483	2315.88	3458	27.8897
NM_009459	4657	4489.88	2816.57	11.7171
NM_026083	6151	5983.88	870	2.71563
NM_010861	633	465.976	0	0
NM_001034910	619	451.976	0	0
NM_009458	2141	1973.88	3541	33.5073
NM_173755	5192	5024.88	832	3.09266
NM_201411	5876	5708.88	10.1861	0.0333265
NM_001284312	3284	3116.88	141.526	0.848107
NM_001039157	3383	3215.88	700.919	4.07102
NM_001081167	2367	2199.88	13	0.110377
NM_019586	3522	3354.88	4011	22.3311
NM_010259	2820	2652.88	0	0
NM_026275	3312	3144.88	3008	17.8652
NM_009456	2609	2441.88	6739	51.5473
NM_172905	2350	2182.88	0	0
NM_009454	1562	1394.88	2553	34.186
NM_009546	5596	5428.88	813.459	2.79873
NM_172493	8456	8288.88	813.644	1.83347
NM_201518	7099	6931.88	717	1.93198
NM_144839	1410	1242.88	282	4.23794
NM_001169576	4564	4396.88	85.2798	0.362273
NM_019670	3516	3348.88	1099	6.12961
NM_001169577	4140	3972.88	763.153	3.5879
NM_029348	7824	7656.88	1602	3.90792
NM_001039158	3357	3189.88	603.935	3.53631
NM_001284314	3139	2971.88	58.6343	0.368515
NM_001164597	5390	5222.88	1977	7.0702
NM_080560	3851	3683.88	6248	31.6789
NM_001271016	1551	1383.88	7.74182	0.104491
NM_026785	931	763.88	1742.38	42.6043
NM_001162909	1102	934.88	227	4.53529
NM_025773	3139	2971.88	1139.91	7.1643
NM_009868	4004	3836.88	0	0
NR_110430	3421	3253.88	38.7367	0.222359
NR_110432	3383	3215.88	0	0
NR_110431	3337	3169.88	28.8082	0.169749
NR_110471	652	484.976	67.1896	2.58772
NR_110470	1645	1477.88	24.1574	0.305313
NR_110469	1714	1546.88	36.6531	0.442577
NM_001294277	687	519.976	61.4789	2.2084
NM_020035	4266	4098.88	167.721	0.764289
NM_001305386	3601	3433.88	302.279	1.64421
NM_001305387	3539	3371.88	0	0
NM_028727	2297	2129.88	33.7452	0.295932
NM_001159599	3756	3588.88	2055.76	10.6991
NM_001305392	2218	2050.88	0	0
NM_001305399	3919	3751.88	78.6791	0.391693
NM_177733	4866	4698.88	162.332	0.645273
NM_027985	1249	1081.88	564.424	9.74454
NM_001305420	1179	1011.88	24.576	0.453645
NM_028788	3608	3440.88	57.0659	0.309772
NM_001305421	4011	3843.88	11.9341	0.05799
NM_001305423	3531	3363.88	103.503	0.574711
NM_001008545	6513	6345.88	34.6772	0.102067
NM_001305425	7363	7195.88	63.1308	0.163867
NM_001003899	6486	6318.88	201.441	0.595446
NM_001008546	6425	6257.88	75.4378	0.225163
NM_145556	7454	7286.88	5904.82	15.1356
NM_001045514	5480	5312.88	97.0389	0.341154
NM_001305432	5261	5093.88	128.149	0.469896
NM_008961	3621	3453.88	205.938	1.11369
NM_001305436	3551	3383.88	32.5081	0.179437
NM_001305437	3706	3538.88	835.066	4.40748
NM_001305440	2452	2284.88	12.736	0.104113
NM_011896	2493	2325.88	399.466	3.20795
NM_001305441	2204	2036.88	943.629	8.65308
NM_001305442	2163	1995.88	1027.17	9.61263
NM_001305461	3157	2989.88	6	0.0374828
NM_007403	3117	2949.88	72.9501	0.461909
NM_001291066	3114	2946.88	227.05	1.43911
NM_001305550	506	339.298	14.2825	0.786245
NM_001305549	518	351.246	0	0
NM_001305585	865	697.916	11.7606	0.314746
NM_009778	5139	4971.88	10579	39.7428
NM_001305616	950	782.88	0	0
NM_001305631	3624	3456.88	167.937	0.907394
NM_145924	3692	3524.88	826.063	4.37727
NM_008869	2869	2701.88	1382	9.55381
NM_001305632	2866	2698.88	21.0012	0.145343
NM_010629	4027	3859.88	101.561	0.491458
NM_001305643	3961	3793.88	1529.44	7.5298
NM_001305652	1824	1656.88	327.858	3.69598
NM_025784	1918	1750.88	92.1422	0.982962
NM_178666	5085	4917.88	1.79611	0.00682164
NM_001305663	5094	4926.88	0.203894	0.000772977
NM_001305671	7316	7148.88	574.683	1.5015
NM_175459	7524	7356.88	2298.02	5.83438
NM_001305675	4034	3866.88	59.1812	0.285863
NM_175180	4189	4021.88	506.819	2.35374
NM_001305676	1799	1631.88	1391.58	15.9277
NM_001305677	1863	1695.88	84.6311	0.932116
NM_001305678	1768	1600.88	560.505	6.53967
NM_009480	1853	1685.88	97.2876	1.07787
NM_007609	1443	1275.88	1748	25.5898
NM_009811	1475	1307.88	1105	15.7808
NM_019774	3801	3633.88	4835.16	24.8528
NM_007976	7433	7265.88	2	0.00514134
NM_001045555	2216	2048.88	0	0
NM_001290996	2153	1985.88	21.036	0.197854
NM_001290998	1530	1362.88	22.964	0.31472
NM_008807	1767	1599.88	0	0
NM_001290999	1682	1514.88	0	0
NM_001081984	2203	2035.88	0	0
NM_022318	2062	1894.88	1	0.00985719
NM_007979	2735	2567.88	0	0
NM_021565	3747	3579.88	1264.62	6.59823
NM_001305797	2621	2453.88	1.30342	0.00992127
NM_001305798	3615	3447.88	940.378	5.09431
NM_001199123	1622	1454.88	153.119	1.96578
NM_001199124	1388	1220.88	813.105	12.4397
NM_001305800	1863	1695.88	59.7764	0.658369
NM_025565	1235	1067.88	0	0
NM_007512	1514	1346.88	8178.96	113.424
NM_021489	1971	1803.88	5	0.0517723
NM_001305803	4429	4261.88	135.045	0.591851
NM_007610	3545	3377.88	1268	7.01148
NM_175303	5104	4936.88	0	0
NM_201395	3772	3604.88	0	0
NM_201396	2737	2569.88	0	0
NM_009696	1288	1120.88	23.9336	0.398826
NM_028066	2246	2078.88	0	0
NM_001305804	2749	2581.88	89.1015	0.644591
NM_172990	2608	2440.88	451.269	3.45322
NM_001305805	1849	1681.88	0	0
NM_133501	1924	1756.88	4	0.0425258
NM_133500	1747	1579.88	0	0
NM_001305808	1009	841.88	0	0
NM_153052	975	807.88	0	0
NM_010168	2051	1883.88	1	0.00991475
NM_010172	1875	1707.88	0	0
NM_001305799	3666	3498.88	0	0
NM_001305819	1255	1087.88	40.4797	0.69501
NM_001305843	1358	1190.88	5.65742	0.088733
NM_001305844	1208	1040.88	40.9293	0.734461
NM_011860	3521	3353.88	0	0
NM_001039143	3473	3305.88	0	0
NM_001305857	3376	3208.88	0	0
NM_008100	1112	944.88	0	0
NM_010717	3337	3169.88	201.473	1.18716
NM_001305875	3124	2956.88	23.8267	0.15051
NM_027741	2193	2025.88	11.0848	0.1022
NM_001305882	2302	2134.88	0	0
NM_001305935	1507	1339.88	111.965	1.56081
NM_027782	1734	1566.88	69.7776	0.831793
NM_001305936	3079	2911.88	337.626	2.16569
NM_001305937	1555	1387.88	426.754	5.74329
NM_001305941	2451	2283.88	0	0
NM_023608	2614	2446.88	0	0
NM_007858	5633	5465.88	2026.95	6.92657
NM_007627	2589	2421.88	0	0
NM_001305980	5660	5492.88	1420	4.82862
NM_001305981	5763	5595.88	148.05	0.494168
NM_001305982	2153	1985.88	1258	11.8321
NM_028029	6113	5945.88	203.339	0.638763
NM_007492	2898	2730.88	0	0
NM_001305940	2780	2612.88	0	0
NM_008116	2145	1977.88	0	0
NM_001305992	2141	1973.88	73	0.690775
NM_181590	3261	3093.88	750	4.52786
NM_013539	1220	1052.88	155.742	2.76287
NM_001306050	1242	1074.88	81.4137	1.41473
NM_001306051	1226	1058.88	8.19379	0.144535
NM_001306052	1178	1010.88	178.651	3.30096
NM_001306053	1162	994.88	0	0
NM_001306059	2163	1995.88	15	0.140376
NM_008356	2279	2111.88	0	0
NM_001306069	3255	3087.88	1372.46	8.30181
NM_028320	3137	2969.88	7178.54	45.1473
NM_013565	4877	4709.88	13460.5	53.3811
NM_001306071	4652	4484.88	797.58	3.32168
NM_001306078	3089	2921.88	0	0
NM_028898	7046	6878.88	1187	3.22305
NM_001306081	6970	6802.88	0.00111899	3.07234e-06
NM_001306088	3908	3740.88	1797.66	8.97571
NM_008507	4294	4126.88	197.065	0.891912
NM_001306126	4326	4158.88	63.5279	0.285314
NM_001306127	4382	4214.88	203.407	0.901397
NM_001306128	4264	4096.88	0	0
NM_013595	1659	1491.88	240.334	3.00896
NM_024270	1362	1194.88	1197	18.7113
NM_001306143	1563	1395.88	1208.67	16.1731
NM_001306162	4723	4555.88	368.872	1.5123
NM_001306169	4240	4072.88	59.1884	0.271438
NM_029825	2176	2008.88	3096.69	28.7924
NM_001306178	2816	2648.88	77.3101	0.545141
NM_178632	5370	5202.88	3299.98	11.8468
NM_001306203	5240	5072.88	169.405	0.623744
NM_001306204	5093	4925.88	297.54	1.12823
NM_001306205	1743	1575.88	391.261	4.63744
NM_001306217	1189	1021.88	25.5384	0.466797
NM_030057	1283	1115.88	1068.97	17.893
NM_001306218	1539	1371.88	82.4892	1.12309
NM_030080	1555	1387.88	22.7113	0.30565
NM_001307934	1476	1308.88	75.2741	1.07419
NM_001307935	1340	1172.88	30.0147	0.477985
NM_023556	1707	1539.88	1330.74	16.1414
NM_001307989	1292	1124.88	0	0
NM_015743	5573	5405.88	13.1051	0.0452804
NM_198012	2400	2232.88	219.274	1.83424
NM_001307998	2377	2209.88	289.726	2.4488
NM_030021	2352	2184.88	591.11	5.0533
NM_001024508	2448	2280.88	820.163	6.71634
NM_001308041	2445	2277.88	217.837	1.78622
NM_010908	2065	1897.88	14.9251	0.146887
NM_001306222	1384	1216.88	146.54	2.24929
NM_030175	2769	2601.88	0	0
NM_001308052	2555	2387.88	5	0.0391104
NM_030084	2157	1989.88	1325.22	12.4393
NM_001308072	2136	1968.88	1052.19	9.98179
NM_001308074	2123	1955.88	64.5915	0.616833
NM_001308091	403	237.279	204.7	16.1136
NM_030221	2660	2492.88	308.93	2.3147
NM_001308095	2481	2313.88	62.0697	0.501042
NM_001308144	2501	2333.88	617.54	4.94222
NM_001161338	3034	2866.88	349.187	2.27501
NM_030185	5756	5588.88	198.486	0.663345
NM_024480	3024	2856.88	567.49	3.71023
NM_001308167	3015	2847.88	0	0
NM_001308168	3098	2930.88	13.3226	0.0849036
NM_001308266	2672	2504.88	0	0
NM_011487	3000	2832.88	0	0
NM_010283	3610	3442.88	742.549	4.02845
NM_001145821	3574	3406.88	263.606	1.44522
NM_001308300	3508	3340.88	309.312	1.7293
NM_001308299	3544	3376.88	412.533	2.2818
NM_001308303	3479	3311.88	154.516	0.871432
NM_009543	3296	3128.88	1388.48	8.28871
NM_001308323	2564	2396.88	144.211	1.1238
NM_001308327	6794	6626.88	96.111	0.270894
NM_008813	6791	6623.88	1074.44	3.02975
NM_001308329	6765	6597.88	107.444	0.304168
NM_011146	1769	1601.88	0	0
NM_001127330	2127	1959.88	126.478	1.20537
NM_001308352	1797	1629.88	123.462	1.41486
NM_001308354	1776	1608.88	60.0593	0.697255
NM_011350	4103	3935.88	0	0
NM_001308374	4009	3841.88	12.1804	0.0592179
NM_001308386	1716	1548.88	137.851	1.66237
NM_001308385	2002	1834.88	172.5	1.75597
NM_009173	1816	1648.88	53.8534	0.610041
NM_008898	2527	2359.88	3773	29.8629
NM_008712	9695	9527.88	33.9024	0.0664614
NM_007430	1811	1643.88	0	0
NM_009656	3883	3715.88	2714.59	13.6451
NM_001308450	2060	1892.88	2909.41	28.7089
NM_025508	1584	1416.88	394	5.19395
NM_007451	1317	1149.88	18260	296.608
NM_029974	2342	2174.88	23	0.197527
NM_013476	10063	9895.88	62	0.117023
NM_153053	1741	1573.88	808	9.58903
NM_009910	1609	1441.88	0	0
NM_009663	1031	863.88	37	0.799987
NM_001308462	943	775.88	0	0
NM_001308464	1198	1030.88	35.5211	0.643595
NM_007724	3099	2931.88	0	0
NM_001081051	5146	4978.88	64.8198	0.24317
NM_007898	1757	1589.88	2915	34.2459
NM_016913	1867	1699.88	273.491	3.0051
NM_023638	1900	1732.88	17.7034	0.190819
NM_145907	1882	1714.88	0	0
NM_145908	1885	1717.88	145.084	1.57747
NM_001308474	1361	1193.88	0	0
NM_010110	3375	3207.88	1053	6.13119
NM_001308481	3620	3452.88	91.9371	0.497329
NM_001308488	1191	1023.88	0	0
NM_010340	3086	2918.88	0	0
NM_001308501	2947	2779.88	1	0.00671906
NM_153521	3146	2978.88	2035.48	12.7629
NM_001308506	3666	3498.88	1709.91	9.12807
NM_008177	2582	2414.88	7.02987	0.0543734
NM_133990	3734	3566.88	3279	17.1707
NM_028794	1492	1324.88	960	13.5341
NM_030704	1825	1657.88	236	2.65885
NM_013563	1663	1495.88	0	0
NM_001308535	1559	1391.88	0	0
NM_008423	3815	3647.88	6	0.0307217
NM_008621	2525	2357.88	8046	63.7372
NM_028850	2550	2382.88	2363	18.5224
NM_010883	1962	1794.88	15	0.156096
NM_001001737	4904	4736.88	862.956	3.40276
NM_001309195	2644	2476.88	169.159	1.27563
NM_001309216	2646	2478.88	477.858	3.60063
NM_001309373	638	470.976	4.05543	0.160832
NM_001309374	549	382.099	2.94457	0.14394
NM_001309382	852	684.916	970.696	26.4716
NM_001309389	3760	3592.88	73.3932	0.381547
NM_001309388	4096	3928.88	1528.88	7.26841
NM_001309391	5833	5665.88	1866.21	6.15215
NM_001309392	5788	5620.88	0	0
NM_027703	5329	5161.88	833.349	3.01546
NM_001309398	1885	1717.88	13.358	0.145239
NM_009637	2762	2594.88	54.3844	0.391464
NM_001005605	6379	6211.88	1236.93	3.71926
NM_001309436	5176	5008.88	350.293	1.30625
NM_001309446	3172	3004.88	61.8981	0.384756
NM_001309460	8102	7934.88	405.493	0.954503
NM_001309484	1237	1069.88	0	0
NM_001309485	1359	1191.88	0	0
NM_001309519	3912	3744.88	6.33035	0.0315736
NM_001309526	3012	2844.88	181.187	1.18959
NM_001309528	4358	4190.88	104.949	0.467742
NM_001039647	2720	2552.88	0	0
NM_020008	2279	2111.88	0	0
NM_001309637	2144	1976.88	6.31097	0.0596281
NM_001309645	994	826.88	213.147	4.81473
NM_001145552	2189	2021.88	619.745	5.72522
NM_001045484	1339	1171.88	0	0
NM_001309795	584	417.041	58.1272	2.60337
NM_025461	2125	1957.88	517.413	4.93612
NM_001309808	1945	1777.88	44.6953	0.469563
NM_001309809	869	701.916	709.788	18.8877
NM_001309810	959	791.88	33.7214	0.795391
NM_001309814	852	684.916	11.0802	0.302166
NM_025292	10417	10249.9	3348.17	6.10132
NM_021419	2096	1928.88	1033.06	10.0036
NM_028791	6396	6228.88	2510.87	7.52919
NM_001309909	1579	1411.88	216.836	2.86858
NM_011886	1576	1408.88	147.109	1.95029
NM_001309910	1474	1306.88	0	0
NM_007712	2320	2152.88	691.997	6.00371
NM_001163432	2317	2149.88	159.101	1.38227
NM_001310021	1194	1026.88	0	0
NM_022000	2483	2315.88	0	0
