target_id	length	eff_length	est_counts	tpm
NM_001271627	5904	5747.34	13.4752	0.0395964
NM_001145920	6475	6318.34	63.205	0.168942
NM_001271630	5829	5672.34	22.457	0.0668617
NM_001271631	5724	5567.34	0	0
NM_153397	2447	2290.34	4	0.029495
NM_012035	3550	3393.34	1.9898	0.00990306
NM_001302372	3547	3390.34	5.30172	0.0264096
NM_175096	1985	1828.34	2913	26.9074
NM_001302373	3674	3517.34	0	0
NM_009721	2590	2433.34	23316	161.823
NM_026976	1491	1334.34	8	0.101254
NM_001293693	2247	2090.34	0	0
NM_009810	2605	2448.34	1699.92	11.7259
NM_018733	8287	8130.34	2.96665	0.00616234
NM_001284409	2610	2453.34	6244.08	42.9832
NM_008342	1342	1185.34	0	0
NM_139206	5266	5109.34	1	0.00330539
NM_001205336	5425	5268.34	0	0
NM_175172	3767	3610.34	40.6042	0.189938
NM_001114312	4081	3924.34	4919.4	21.1706
NM_007496	16439	16282.3	725.944	0.752964
NM_001199956	1437	1280.34	6.58341	0.0868387
NM_001008542	5156	4999.34	1099.85	3.71544
NM_001291013	2297	2140.34	330.706	2.60944
NM_001030292	1032	875.34	0	0
NM_001081248	1224	1067.34	0	0
NM_001105201	1557	1400.34	6	0.0723612
NM_010275	4477	4320.34	0	0
NM_001008543	4843	4686.34	0	0
NM_001123394	708	551.456	0	0
NM_001013393	1323	1166.34	4.64639	0.0672789
NM_001301333	3761	3604.34	0	0
NM_001291012	2300	2143.34	496.548	3.91253
NM_001301332	4399	4242.34	0	0
NM_018743	3944	3787.34	9405	41.9385
NM_001290316	3457	3300.34	25.0695	0.128285
NM_001110506	2551	2394.34	199	1.40364
NM_010847	4996	4839.34	706.147	2.46432
NM_016902	2303	2146.34	681.746	5.36429
NM_001301357	3449	3292.34	0	0
NM_177410	2147	1990.34	32.83	0.278568
NR_045747	971	814.34	0	0
NR_045954	1094	937.34	1	0.0180174
NR_028300	1815	1658.34	440	4.48092
NR_028427	5292	5135.34	550.891	1.81169
NM_001281470	345	190.178	0	0
NM_001142750	1032	875.34	0	0
NM_001085538	1292	1135.34	0	0
NM_001167673	643	486.482	0	0
NM_001105160	1999	1842.34	0	0
NM_001104525	1770	1613.34	0	0
NM_001166210	6340	6183.34	1	0.00273127
NM_001081294	1293	1136.34	1	0.0148621
NM_001100596	2680	2523.34	1.15305	0.00771721
NM_001289458	2838	2681.34	0	0
NM_001289459	2827	2670.34	0	0
NM_010427	2810	2653.34	0	0
NM_001289461	2645	2488.34	0	0
NM_001199431	5370	5213.34	3314.26	10.7364
NM_013464	5494	5337.34	2696	8.53067
NM_010066	5367	5210.34	2950.97	9.56503
NM_001199432	5251	5094.34	60.4798	0.200498
NM_001199433	5876	5719.34	100.789	0.297616
NM_001277149	11306	11149.3	514	0.778578
NM_010601	3583	3426.34	41	0.202088
NM_001101603	420	263.762	1	0.0640288
NM_170593	6629	6472.34	30	0.0782795
NM_021893	3653	3496.34	41.6967	0.201408
NM_001081695	1831	1674.34	0	0
NM_001284197	1672	1515.34	0	0
NM_001284198	1468	1311.34	0	0
NM_001284200	1129	972.34	0	0
NM_001284199	1295	1138.34	0	0
NM_019448	1685	1528.34	0	0
NM_026931	1331	1174.34	879	12.641
NM_001277316	2811	2654.34	1096.92	6.97918
NM_001277315	3228	3071.34	869.628	4.78183
NM_001114879	7307	7150.34	69.7915	0.164841
NM_133222	4106	3949.34	0	0
NM_175642	5522	5365.34	0	0
NM_001277317	2789	2632.34	175.975	1.12901
NM_001302957	7409	7252.34	2427.19	5.65214
NM_145496	2350	2193.34	225.738	1.73815
NM_001277318	2761	2604.34	1614.05	10.4666
NM_001302958	2265	2108.34	54.3887	0.435668
NM_025459	2929	2772.34	359.359	2.18912
NM_001033400	2548	2391.34	0	0
NM_001081033	2848	2691.34	1	0.00627508
NM_001081403	4018	3861.34	0	0
NM_178643	1788	1631.34	603.457	6.24726
NM_024450	3470	3313.34	164.482	0.838378
NM_183216	3072	2915.34	29.4631	0.170678
NM_001034851	3139	2982.34	1151.39	6.5201
NM_028945	7581	7424.34	2790.49	6.34761
NM_173036	2454	2297.34	0	0
NM_027980	3175	3018.34	1016	5.68478
NM_008904	6464	6307.34	84.3633	0.225889
NM_144520	2529	2372.34	97	0.69053
NM_010897	11847	11690.3	2418	3.49315
NM_178677	5801	5644.34	87.63	0.262197
NM_009147	4108	3951.34	3223	13.7754
NM_001164562	5676	5519.34	196.064	0.599926
NM_019951	1113	956.34	3753	66.2757
NM_011342	1815	1658.34	2540.99	25.8772
NM_024206	1301	1144.34	4632	68.3599
NM_133704	3992	3835.34	1889	8.31795
NM_001029937	3928	3771.34	15.0097	0.0672149
NM_025468	770	613.456	2833	77.9922
NM_001252544	2792	2635.34	3192.95	20.4618
NM_001252545	2781	2624.34	291.582	1.87641
NM_146013	2956	2799.34	0	0
NM_152915	3664	3507.34	0	0
NM_001281816	2421	2264.34	0	0
NM_153125	8754	8597.34	4983	9.78847
NM_001252543	2799	2642.34	54.5322	0.348539
NM_019787	2810	2653.34	1651.94	10.5145
NR_015577	1840	1683.34	391	3.92277
NR_003278	1870	1713.34	0	0
NM_001127725	2337	2180.34	16	0.123932
NR_027710	6495	6338.34	49.6556	0.132306
NR_132443	2983	2826.34	292.369	1.74701
NM_001012402	1234	1077.34	17	0.266492
NM_001005847	1307	1150.34	1677.06	24.6212
NM_001205054	1277	1120.34	9.94329	0.149888
NM_001285418	3866	3709.34	0	0
NM_001285419	3855	3698.34	0	0
NM_001048139	4161	4004.34	0	0
NM_001285416	4078	3921.34	0	0
NM_001048141	4001	3844.34	0	0
NM_001048142	4009	3852.34	0	0
NM_001285421	3941	3784.34	0	0
NM_007540	4302	4145.34	0	0
NM_001285417	3875	3718.34	0	0
NM_001285420	3743	3586.34	20.6904	0.0974328
NM_001316310	3950	3793.34	0	0
NM_001282737	692	535.456	2620	82.6353
NM_001195544	902	745.42	0	0
NM_009571	2816	2659.34	0	0
NM_007711	5529	5372.34	2760.33	8.67731
NM_001099326	733	576.456	0	0
NM_001302386	4169	4012.34	1415.6	5.95843
NM_008996	2657	2500.34	9112.46	61.5495
NM_001085524	842	685.456	0	0
NM_001252089	1704	1547.34	1805	19.7006
NM_010240	986	829.34	94603	1926.46
NM_139148	3306	3149.34	51.561	0.276496
NM_173873	5705	5548.34	208.585	0.634903
NM_173876	5250	5093.34	1238.14	4.10539
NM_001277184	860	703.456	0	0
NM_011334	4641	4484.34	701.817	2.6431
NM_017474	2935	2778.34	20	0.121572
NM_001081001	11134	10977.3	49.545	0.0762239
NM_009764	6648	6491.34	1619	4.21212
NM_009900	3670	3513.34	202	0.971
NM_173874	5781	5624.34	2251.95	6.762
NM_001302387	4231	4074.34	1238.64	5.13424
NM_207208	2998	2841.34	2	0.0118876
NM_009033	1750	1593.34	2077.81	22.0235
NM_013491	3545	3388.34	7	0.0348898
NM_001038697	733	576.456	0	0
NM_001146307	2405	2248.34	0	0
NM_178697	3921	3764.34	6	0.0269185
NM_019701	2344	2187.34	0	0
NM_027661	1408	1251.34	0	0
NM_010239	942	785.42	12098.9	260.154
NM_024412	2409	2252.34	0	0
NM_030601	3654	3497.34	44.8115	0.216391
NM_001085525	842	685.456	0	0
NM_009765	10940	10783.3	782.455	1.22545
NM_009899	3899	3742.34	73.8682	0.333351
NR_073181	1511	1354.34	7.14163	0.0890549
NR_130895	3798	3641.34	0	0
NR_126156	658	501.482	6.85863	0.230978
NR_126157	542	385.567	0	0
NR_126537	712	555.456	1.02546	0.0311786
NM_018746	3164	3007.34	0	0
NM_013903	3276	3119.34	28	0.151594
NM_008406	3077	2920.34	0	0
NM_001289633	3044	2887.34	3	0.0175473
NM_001033199	2997	2840.34	0	0
NM_001289632	3113	2956.34	0	0
NM_001159299	3161	3004.34	0	0
NM_008407	2832	2675.34	1	0.00631261
NM_001243262	1954	1797.34	0	0
NM_007541	496	339.567	0	0
NM_198190	2027	1870.34	108.551	0.980168
NM_001289775	3729	3572.34	0	0
NM_001134391	2209	2052.34	69.7022	0.573568
NM_001276397	1616	1459.34	13	0.150444
NM_009694	1218	1061.34	6	0.0954739
NM_001003717	7115	6958.34	866.569	2.10322
NM_001081204	4543	4386.34	1154	4.44316
NM_175489	7152	6995.34	1199.61	2.89614
NM_177992	1560	1403.34	767	9.2304
NM_010859	898	741.42	0	0
NM_008830	4083	3926.34	2	0.00860261
NM_001291910	7632	7475.34	0	0
NM_172690	3410	3253.34	1	0.00519109
NM_001033532	5375	5218.34	594	1.92239
NM_207531	819	662.456	1	0.0254936
NM_001003910	4365	4208.34	58.6329	0.235298
NM_153595	2360	2203.34	0	0
NM_009624	7840	7683.34	563	1.2375
NM_001172160	4537	4380.34	528.141	2.03624
NM_172121	3338	3181.34	252	1.33776
NM_027530	4097	3940.34	72.3384	0.310044
NM_001289776	4151	3994.34	2.03991e-05	8.62492e-08
NM_001289774	3561	3404.34	1105.14	5.48243
NM_031159	2265	2108.34	0	0
NM_009307	3386	3229.34	8.01696	0.041926
NM_015792	3539	3382.34	3600	17.9752
NM_178382	3984	3827.34	4381.86	19.3352
NM_028033	1814	1657.34	3.00332	0.0306039
NM_001289777	3976	3819.34	0	0
NM_148958	1872	1715.34	227	2.23493
NM_001003939	1865	1708.34	20.3671	0.201346
NR_073122	3036	2879.34	6.43583	0.0377485
NM_011030	4057	3900.34	1162.31	5.03277
NM_007558	2366	2209.34	31.6242	0.241738
NM_001256019	2405	2248.34	0	0
NM_011212	5411	5254.34	269.259	0.865446
NM_008855	8830	8673.34	97.6726	0.190184
NM_133882	2239	2082.34	0	0
NM_139051	2947	2790.34	0	0
NM_178907	2816	2659.34	1291	8.19861
NM_027419	1674	1517.34	56.2544	0.626126
NM_027442	3002	2845.34	311.454	1.84862
NM_027617	1920	1763.34	0	0
NM_001039154	3822	3665.34	0	0
NM_001122643	3318	3161.34	251.576	1.34396
NM_001256481	1237	1080.34	16.933	0.264705
NM_001285914	3166	3009.34	0	0
NM_001122640	3551	3394.34	33.7227	0.167786
NM_027526	3236	3079.34	1.28763e-07	7.0619e-10
NM_001122641	3269	3112.34	45.1732	0.245122
NM_001122642	3317	3160.34	8.47906	0.0453108
NM_009869	2903	2746.34	0	0
NM_144529	3503	3346.34	163.049	0.82288
NM_007667	4786	4629.34	0	0
NM_027534	5582	5425.34	871.48	2.7128
NM_027585	2106	1949.34	18.0069	0.156006
NM_009455	1386	1229.34	1370.01	18.8208
NM_001285913	3203	3046.34	0	0
NM_177613	1295	1138.34	3429	50.8726
NM_026004	1687	1530.34	1546.92	17.0713
NM_133777	988	831.34	6887	139.907
NM_019803	1982	1825.34	1665	15.4049
NM_001145162	2711	2554.34	0	0
NM_001252374	1530	1373.34	1230.08	15.1267
NM_001277575	1240	1083.34	0.784051	0.0122227
NM_010260	2471	2314.34	8	0.0583782
NM_001277512	1240	1083.34	3.268	0.0509455
NM_001271017	3060	2903.34	125.013	0.727183
NM_021402	3520	3363.34	919.173	4.61546
NM_001277487	1240	1083.34	0	0
NM_025985	3837	3680.34	3279	15.0467
NM_145420	1448	1291.34	739	9.66478
NM_027391	1540	1383.34	6	0.0732505
NM_001039159	3220	3063.34	387.486	2.13624
NM_025356	2619	2462.34	20288	139.149
NM_019912	2483	2326.34	3471	25.1982
NM_009459	4657	4500.34	4030.05	15.1235
NM_026083	6151	5994.34	865	2.43704
NM_010861	633	476.482	0	0
NM_001034910	619	462.482	0	0
NM_009458	2141	1984.34	3392	28.8687
NM_173755	5192	5035.34	906	3.0387
NM_201411	5876	5719.34	18.0385	0.0532652
NM_001284312	3284	3127.34	288.015	1.55535
NM_001039157	3383	3226.34	692.984	3.62745
NM_001081167	2367	2210.34	11	0.0840469
NM_019586	3522	3365.34	4330	21.7294
NM_010259	2820	2663.34	0	0
NM_026275	3312	3155.34	3053	16.3406
NM_009456	2609	2452.34	7307	50.3207
NM_172905	2350	2193.34	0	0
NM_009454	1562	1405.34	2314	27.808
NM_009546	5596	5439.34	861.658	2.67533
NM_172493	8456	8299.34	642.852	1.30814
NM_201518	7099	6942.34	251	0.610599
NM_144839	1410	1253.34	220	2.96443
NM_001169576	4564	4407.34	227.882	0.873214
NM_019670	3516	3359.34	1408	7.07843
NM_001169577	4140	3983.34	1053.07	4.46475
NM_029348	7824	7667.34	1845	4.06387
NM_001039158	3357	3200.34	545.946	2.88099
NM_001284314	3139	2982.34	29.8022	0.168763
NM_001164597	5390	5233.34	1090	3.51751
NM_080560	3851	3694.34	7224	33.0239
NM_001271016	1551	1394.34	17.6951	0.214325
NM_026785	931	774.42	3246.26	70.7937
NM_001162909	1102	945.34	152	2.71546
NM_025773	3139	2982.34	1387.86	7.85915
NM_009868	4004	3847.34	0	0
NR_110430	3421	3264.34	0	0
NR_110432	3383	3226.34	0	0
NR_110431	3337	3180.34	94.8689	0.503777
NR_110471	652	495.482	41.4586	1.4131
NR_110470	1645	1488.34	31.8803	0.36175
NR_110469	1714	1557.34	27.6611	0.299968
NM_001294277	687	530.456	67.6601	2.15413
NM_020035	4266	4109.34	199.835	0.821273
NM_001305386	3601	3444.34	314.677	1.54293
NM_001305387	3539	3382.34	39.4875	0.197165
NM_028727	2297	2140.34	66.8364	0.527373
NM_001159599	3756	3599.34	1947.56	9.1381
NM_001305392	2218	2061.34	0	0
NM_001305399	3919	3762.34	207.712	0.932377
NM_177733	4866	4709.34	362.288	1.29922
NM_027985	1249	1092.34	574	8.87446
NM_001305420	1179	1022.34	0	0
NM_028788	3608	3451.34	27.1367	0.132788
NM_001305421	4011	3854.34	5.8633	0.0256909
NM_001305423	3531	3374.34	158.376	0.792661
NM_001008545	6513	6356.34	89.5193	0.237847
NM_001305425	7363	7206.34	141.462	0.331521
NM_001003899	6486	6329.34	226.691	0.604872
NM_001008546	6425	6268.34	82.6681	0.222727
NM_145556	7454	7297.34	6384.57	14.7759
NM_001045514	5480	5323.34	0	0
NM_001305432	5261	5104.34	197.615	0.653835
NM_008961	3621	3464.34	317.693	1.54873
NM_001305436	3551	3394.34	0	0
NM_001305437	3706	3549.34	1037.81	4.93808
NM_001305440	2452	2295.34	11.0035	0.0809603
NM_011896	2493	2336.34	195.421	1.41262
NM_001305441	2204	2047.34	923.18	7.61526
NM_001305442	2163	2006.34	563.395	4.74238
NM_001305461	3157	3000.34	12	0.0675459
NM_007403	3117	2960.34	44.9972	0.256704
NM_001291066	3114	2957.34	276.003	1.57616
NM_001305550	506	349.567	0	0
NM_001305549	518	361.567	0	0
NM_001305585	865	708.456	7.5857	0.18083
NM_009778	5139	4982.34	5180	17.5584
NM_001305616	950	793.38	0	0
NM_001305631	3624	3467.34	171.635	0.835982
NM_145924	3692	3535.34	1139.37	5.44277
NM_008869	2869	2712.34	1048	6.52537
NM_001305632	2866	2709.34	0	0
NM_010629	4027	3870.34	183.917	0.80253
NM_001305643	3961	3804.34	1115.08	4.95012
NM_001305652	1824	1667.34	518.353	5.25036
NM_025784	1918	1761.34	63.647	0.610271
NM_178666	5085	4928.34	3.53217	0.012104
NM_001305663	5094	4937.34	0.467833	0.00160024
NM_001305671	7316	7159.34	422.183	0.9959
NM_175459	7524	7367.34	2244.05	5.1441
NM_001305675	4034	3877.34	136.625	0.595093
NM_175180	4189	4032.34	330.375	1.38369
NM_001305676	1799	1642.34	1173.01	12.0622
NM_001305677	1863	1706.34	233.825	2.31427
NM_001305678	1768	1611.34	368.495	3.86218
NM_009480	1853	1696.34	38.6707	0.384997
NM_007609	1443	1286.34	820	10.7658
NM_009811	1475	1318.34	1083	13.8736
NM_019774	3801	3644.34	3383.73	15.6807
NM_007976	7433	7276.34	0	0
NM_001045555	2216	2059.34	0	0
NM_001290996	2153	1996.34	55.7601	0.471712
NM_001290998	1530	1373.34	19.4452	0.239124
NM_008807	1767	1610.34	6.79468	0.071259
NM_001290999	1682	1525.34	0	0
NM_001081984	2203	2046.34	0	0
NM_022318	2062	1905.34	1	0.00886371
NM_007979	2735	2578.34	0	0
NM_021565	3747	3590.34	1544.96	7.26722
NM_001305797	2621	2464.34	6.59943	0.0452266
NM_001305798	3615	3458.34	1390.04	6.78811
NM_001199123	1622	1465.34	159.808	1.84182
NM_001199124	1388	1231.34	1265.96	17.3633
NM_001305800	1863	1706.34	54.2277	0.536715
NM_025565	1235	1078.34	0	0
NM_007512	1514	1357.34	9748	121.287
NM_021489	1971	1814.34	1	0.00930828
NM_001305803	4429	4272.34	68.1899	0.269552
NM_007610	3545	3388.34	1234	6.15058
NM_175303	5104	4947.34	0	0
NM_201395	3772	3615.34	0	0
NM_201396	2737	2580.34	0	0
NM_009696	1288	1131.34	33.354	0.4979
NM_028066	2246	2089.34	0	0
NM_001305804	2749	2592.34	135.955	0.885712
NM_172990	2608	2451.34	529.146	3.64553
NM_001305805	1849	1692.34	0	0
NM_133501	1924	1767.34	0	0
NM_133500	1747	1590.34	2.16905	0.0230339
NM_001305808	1009	852.34	0	0
NM_153052	975	818.34	0	0
NM_010168	2051	1894.34	3	0.0267455
NM_010172	1875	1718.34	0	0
NM_001305799	3666	3509.34	4.34297e-06	2.09001e-08
NM_001305819	1255	1098.34	32.2065	0.495216
NM_001305843	1358	1201.34	4.39222	0.0617457
NM_001305844	1208	1051.34	34.0473	0.546925
NM_011860	3521	3364.34	0	0
NM_001039143	3473	3316.34	0	0
NM_001305857	3376	3219.34	0	0
NM_008100	1112	955.34	0	0
NM_010717	3337	3180.34	179.174	0.951458
NM_001305875	3124	2967.34	81.2259	0.462291
NM_027741	2193	2036.34	10.0641	0.0834665
NM_001305882	2302	2145.34	0	0
NM_001305935	1507	1350.34	117.921	1.47481
NM_027782	1734	1577.34	29.0073	0.310578
NM_001305936	3079	2922.34	198.25	1.1457
NM_001305937	1555	1398.34	435.742	5.26266
NM_001305941	2451	2294.34	0	0
NM_023608	2614	2457.34	0	0
NM_007858	5633	5476.34	2728.28	8.4137
NM_007627	2589	2432.34	0	0
NM_001305980	5660	5503.34	1073.58	3.29455
NM_001305981	5763	5606.34	76.138	0.229356
NM_001305982	2153	1996.34	1465	12.3934
NM_028029	6113	5956.34	212.791	0.60334
NM_007492	2898	2741.34	0	0
NM_001305940	2780	2623.34	0	0
NM_008116	2145	1988.34	24.4124	0.207352
NM_001305992	2141	1984.34	115.588	0.983746
NM_181590	3261	3104.34	777	4.22707
NM_013539	1220	1063.34	181.797	2.88737
NM_001306050	1242	1085.34	65.1387	1.01359
NM_001306051	1226	1069.34	38.2035	0.603358
NM_001306052	1178	1021.34	143.696	2.37609
NM_001306053	1162	1005.34	11.1647	0.187552
NM_001306059	2163	2006.34	5	0.0420875
NM_008356	2279	2122.34	0	0
NM_001306069	3255	3098.34	1548.25	8.43915
NM_028320	3137	2980.34	8434.75	47.7963
NM_013565	4877	4720.34	12117.5	43.3539
NM_001306071	4652	4495.34	968.23	3.63751
NM_001306078	3089	2932.34	0	0
NM_028898	7046	6889.34	1284	3.14757
NM_001306081	6970	6813.34	0	0
NM_001306088	3908	3751.34	2289.21	10.3059
NM_008507	4294	4137.34	478.121	1.95166
NM_001306126	4326	4169.34	75.5811	0.30615
NM_001306127	4382	4225.34	111.298	0.44485
NM_001306128	4264	4107.34	0	0
NM_013595	1659	1502.34	365.255	4.10598
NM_024270	1362	1205.34	1318	18.4669
NM_001306143	1563	1406.34	1321.74	15.8725
NM_001306162	4723	4566.34	313.253	1.15855
NM_001306169	4240	4083.34	112.115	0.463697
NM_029825	2176	2019.34	2823.35	23.6125
NM_001306178	2816	2659.34	90.6534	0.575703
NM_178632	5370	5213.34	3159.09	10.2337
NM_001306203	5240	5083.34	227.08	0.754429
NM_001306204	5093	4936.34	166.435	0.569415
NM_001306205	1743	1586.34	782.885	8.3347
NM_001306217	1189	1032.34	9.46351	0.154817
NM_030057	1283	1126.34	1136.19	17.0361
NM_001306218	1539	1382.34	27.3474	0.33411
NM_030080	1555	1398.34	45.4444	0.548852
NM_001307934	1476	1319.34	49.9645	0.639577
NM_001307935	1340	1183.34	10.5912	0.151155
NM_023556	1707	1550.34	987.115	10.753
NM_001307989	1292	1135.34	0	0
NM_015743	5573	5416.34	7.08138	0.0220801
NM_198012	2400	2243.34	298.715	2.2488
NM_001307998	2377	2220.34	109.285	0.831243
NM_030021	2352	2195.34	829.357	6.38011
NM_001024508	2448	2291.34	607.426	4.47705
NM_001308041	2445	2288.34	247.574	1.82715
NM_010908	2065	1908.34	3.51539	0.0311104
NM_001306222	1384	1227.34	190.013	2.6146
NM_030175	2769	2612.34	0	0
NM_001308052	2555	2398.34	3	0.0211251
NM_030084	2157	2000.34	1642.27	13.8653
NM_001308072	2136	1979.34	952.134	8.12392
NM_001308074	2123	1966.34	125.599	1.07874
NM_001308091	403	246.953	211.657	14.4746
NM_030221	2660	2503.34	463.004	3.12358
NM_001308095	2481	2324.34	63.996	0.464988
NM_001308144	2501	2344.34	606.294	4.36768
NM_001161338	3034	2877.34	238.783	1.40152
NM_030185	5756	5599.34	185.748	0.56024
NM_024480	3024	2867.34	518.974	3.05671
NM_001308167	3015	2858.34	0	0
NM_001308168	3098	2941.34	31.2429	0.179388
NM_001308266	2672	2515.34	1	0.00671415
NM_011487	3000	2843.34	0	0
NM_010283	3610	3453.34	882.537	4.316
NM_001145821	3574	3417.34	916.881	4.53119
NM_001308300	3508	3351.34	1022.18	5.15106
NM_001308299	3544	3387.34	308.403	1.53762
NM_001308303	3479	3322.34	97.9257	0.497784
NM_009543	3296	3139.34	1145.07	6.16004
NM_001308323	2564	2407.34	187.94	1.31847
NM_001308327	6794	6637.34	127.204	0.323665
NM_008813	6791	6634.34	1082.79	2.75635
NM_001308329	6765	6608.34	51.0047	0.130348
NM_011146	1769	1612.34	0	0
NM_001127330	2127	1970.34	349.902	2.99912
NM_001308352	1797	1640.34	85.7503	0.882855
NM_001308354	1776	1619.34	244.348	2.54834
NM_011350	4103	3946.34	0	0
NM_001308374	4009	3852.34	8.08388	0.0354391
NM_001308386	1716	1559.34	171.676	1.85933
NM_001308385	2002	1845.34	113.191	1.03591
NM_009173	1816	1659.34	19.2204	0.195621
NM_008898	2527	2370.34	5127	36.5292
NM_008712	9695	9538.34	20.1685	0.03571
NM_007430	1811	1654.34	0	0
NM_009656	3883	3726.34	3729.18	16.9013
NM_001308450	2060	1903.34	3305.82	29.3326
NM_025508	1584	1427.34	336	3.97557
NM_007451	1317	1160.34	24850	361.684
NM_029974	2342	2185.34	19	0.146833
NM_013476	10063	9906.34	20	0.0340961
NM_153053	1741	1584.34	748	7.97336
NM_009910	1609	1452.34	0	0
NM_009663	1031	874.34	18	0.34768
NM_001308462	943	786.42	0	0
NM_001308464	1198	1041.34	60.1114	0.974882
NM_007724	3099	2942.34	1	0.00573978
NM_001081051	5146	4989.34	17	0.0575432
NM_007898	1757	1600.34	4067	42.919
NM_016913	1867	1710.34	347.577	3.43207
NM_023638	1900	1743.34	0	0
NM_145907	1882	1725.34	0	0
NM_145908	1885	1728.34	161.717	1.58021
NM_001308474	1361	1204.34	33.934	0.475855
NM_010110	3375	3218.34	1365	7.1629
NM_001308481	3620	3463.34	210.723	1.02755
NM_001308488	1191	1034.34	0	0
NM_010340	3086	2929.34	0	0
NM_001308501	2947	2790.34	1	0.00605245
NM_153521	3146	2989.34	2190.43	12.3749
NM_001308506	3666	3509.34	2033.38	9.78545
NM_008177	2582	2425.34	2.00993	0.0139958
NM_133990	3734	3577.34	4319	20.3897
NM_028794	1492	1335.34	1111	14.0511
NM_030704	1825	1668.34	306	3.0976
NM_013563	1663	1506.34	0	0
NM_001308535	1559	1402.34	1	0.012043
NM_008423	3815	3658.34	9	0.0415476
NM_008621	2525	2368.34	7314	52.1554
NM_028850	2550	2393.34	1702	12.01
NM_010883	1962	1805.34	11	0.102902
NM_001001737	4904	4747.34	555.109	1.97477
NM_001309195	2644	2487.34	135.811	0.922122
NM_001309216	2646	2489.34	356.482	2.41848
NM_001309373	638	481.482	4.01683	0.140894
NM_001309374	549	392.567	0	0
NM_001309382	852	695.456	2151.34	52.2429
NM_001309389	3760	3603.34	109.502	0.513223
NM_001309388	4096	3939.34	1467.66	6.292
NM_001309391	5833	5676.34	1009.18	3.00254
NM_001309392	5788	5631.34	81.431	0.244211
NM_027703	5329	5172.34	736.862	2.40595
NM_001309398	1885	1728.34	5.30532	0.0518407
NM_009637	2762	2605.34	122.667	0.795154
NM_001005605	6379	6222.34	1649.81	4.47783
NM_001309436	5176	5019.34	383.876	1.29161
NM_001309446	3172	3015.34	62.3261	0.349077
NM_001309460	8102	7945.34	252.743	0.537222
NM_001309484	1237	1080.34	0	0
NM_001309485	1359	1202.34	0	0
NM_001309519	3912	3755.34	0	0
NM_001309526	3012	2855.34	189.525	1.12098
NM_001309528	4358	4201.34	266.84	1.07263
NM_001039647	2720	2563.34	0	0
NM_020008	2279	2122.34	0	0
NM_001309637	2144	1987.34	2.0003	0.0169985
NM_001309645	994	837.34	209.004	4.21541
NM_001145552	2189	2032.34	499.062	4.14712
NM_001045484	1339	1182.34	4	0.0571355
NM_001309795	584	427.527	430.856	17.0199
NM_025461	2125	1968.34	415.694	3.56666
NM_001309808	1945	1788.34	47.644	0.449932
NM_001309809	869	712.456	882.16	20.9111
NM_001309810	959	802.38	17.0907	0.359723
NM_001309814	852	695.456	0	0
NM_025292	10417	10260.3	2569.91	4.23004
NM_021419	2096	1939.34	998.769	8.69759
NM_028791	6396	6239.34	2623.65	7.10159
NM_001309909	1579	1422.34	210.07	2.4943
NM_011886	1576	1419.34	189.752	2.25782
NM_001309910	1474	1317.34	0	0
NM_007712	2320	2163.34	756.603	5.90652
NM_001163432	2317	2160.34	147.634	1.15412
NM_001310021	1194	1037.34	0	0
NM_022000	2483	2326.34	0	0
NM_027196	939	782.42	1018.69	21.9883
NM_001310039	1843	1686.34	67.7776	0.67878
