target_id	length	eff_length	est_counts	tpm
NM_001085538	1292	1142.87	12.8997	0.178558
NM_001167673	643	493.907	0	0
NM_001105160	1999	1849.87	0	0
NM_001104525	1770	1620.87	0	0
NM_001166210	6340	6190.87	4	0.0102213
NM_001081294	1293	1143.87	0	0
NM_001100596	2680	2530.87	1.70963	0.0106864
NM_001289458	2838	2688.87	0	0
NM_001289459	2827	2677.87	0	0
NM_010427	2810	2660.87	0	0
NM_001289461	2645	2495.87	0	0
NM_001199431	5370	5220.87	5130.12	15.5448
NM_013464	5494	5344.87	3162.72	9.36101
NM_010066	5367	5217.87	4103.25	12.4404
NM_001199432	5251	5101.87	1.99864	0.00619733
NM_001199433	5876	5726.87	245.631	0.678523
NM_001277149	11306	11156.9	838	1.18823
NM_010601	3583	3433.87	56	0.25799
NM_001101603	420	271.288	3	0.174941
NM_170593	6629	6479.87	24	0.0585928
NM_021893	3653	3503.87	59.2541	0.267528
NM_001081695	1831	1681.87	0	0
NM_001284197	1672	1522.87	0	0
NM_001284198	1468	1318.87	0	0
NM_001284200	1129	979.873	0	0
NM_001284199	1295	1145.87	0	0
NM_019448	1685	1535.87	0	0
NM_026931	1331	1181.87	429	5.74231
NM_001277316	2811	2661.87	896.632	5.32877
NM_001277315	3228	3078.87	732.189	3.76211
NM_001114879	7307	7157.87	279.4	0.617507
NM_133222	4106	3956.87	0	0
NM_175642	5522	5372.87	0	0
NM_001277317	2789	2639.87	64.3608	0.38569
NM_001302957	7409	7259.87	3701.34	8.06547
NM_145496	2350	2200.87	242.345	1.74196
NM_001277318	2761	2611.87	1498.48	9.07608
NM_001302958	2265	2115.87	185.253	1.38508
NM_025459	2929	2779.87	198.21	1.12798
NM_001033400	2548	2398.87	0	0
NM_001081033	2848	2698.87	0	0
NM_001081403	4018	3868.87	0	0
NM_178643	1788	1638.87	774.705	7.4781
NM_024450	3470	3320.87	193.729	0.922874
NM_183216	3072	2922.87	46.5456	0.251924
NM_001034851	3139	2989.87	1051.91	5.56578
NM_028945	7581	7431.87	2560.31	5.44996
NM_173036	2454	2304.87	0	0
NM_027980	3175	3025.87	1078	5.63596
NM_008904	6464	6314.87	69.5141	0.174144
NM_144520	2529	2379.87	122	0.810972
NM_010897	11847	11697.9	3231	4.36948
NM_178677	5801	5651.87	143.636	0.40204
NM_009147	4108	3958.87	3218	12.8592
NM_001164562	5676	5526.87	320.331	0.916895
NM_019951	1113	963.873	4131	67.8009
NM_011342	1815	1665.87	3142.33	29.8408
NM_024206	1301	1151.87	6135	84.2577
NM_133704	3992	3842.87	2014	8.29093
NM_001029937	3928	3778.87	18.0347	0.0755001
NM_025468	770	620.907	3232	82.3464
NM_001252544	2792	2642.87	3746.33	22.4248
NM_001252545	2781	2631.87	405.785	2.4391
NM_146013	2956	2806.87	0	0
NM_152915	3664	3514.87	2	0.00900161
NM_001281816	2421	2271.87	34.3112	0.23892
NM_153125	8754	8604.87	5896	10.8396
NM_001252543	2799	2649.87	90.974	0.543115
NM_019787	2810	2660.87	1702.6	10.1225
NR_015577	1840	1690.87	510.297	4.77432
NR_003278	1870	1720.87	116039	1066.73
NM_001127725	2337	2187.87	15	0.10846
NR_027710	6495	6345.87	5.74305	0.014317
NR_132443	2983	2833.87	301.991	1.68583
NM_001012402	1234	1084.87	6	0.0874928
NM_001005847	1307	1157.87	1371	18.7317
NM_001205054	1277	1127.87	0	0
NM_001285418	3866	3716.87	27.1693	0.115638
NM_001285419	3855	3705.87	0	0
NM_001048139	4161	4011.87	0	0
NM_001285416	4078	3928.87	0	0
NM_001048141	4001	3851.87	0	0
NM_001048142	4009	3859.87	13.7953	0.0565403
NM_001285421	3941	3791.87	0	0
NM_007540	4302	4152.87	0	0
NM_001285417	3875	3725.87	0	0
NM_001285420	3743	3593.87	0.0354138	0.000155887
NM_001316310	3950	3800.87	0	0
NM_001282737	692	542.907	3910	113.933
NM_001195544	902	752.873	0	0
NM_009571	2816	2666.87	0	0
NM_007711	5529	5379.87	3004.88	8.836
NM_001099326	733	583.907	0	0
NM_001302386	4169	4019.87	2008.15	7.90284
NM_008996	2657	2507.87	10410.8	65.6718
NM_001085524	842	692.873	0	0
NM_001252089	1704	1554.87	2244.88	22.8401
NM_010240	986	836.873	83651	1581.29
NM_139148	3306	3156.87	98.3796	0.493001
NM_173873	5705	5555.87	15.066	0.0428989
NM_173876	5250	5100.87	1591.66	4.93635
NM_001277184	860	710.873	0	0
NM_011334	4641	4491.87	977.331	3.44203
NM_017474	2935	2785.87	12	0.0681428
NM_001081001	11134	10984.9	569.778	0.82056
NM_009764	6648	6498.87	3189	7.76276
NM_009900	3670	3520.87	282	1.26706
NM_173874	5781	5631.87	2554.39	7.1752
NM_001302387	4231	4081.87	1059.89	4.10772
NM_207208	2998	2848.87	1	0.00555299
NM_009033	1750	1600.87	2696.84	26.65
NM_013491	3545	3395.87	5	0.0232926
NM_001038697	733	583.907	0	0
NM_001146307	2405	2255.87	0.87742	0.00615308
NM_178697	3921	3771.87	4	0.0167766
NM_019701	2344	2194.87	1	0.0072076
NM_027661	1408	1258.87	0	0
NM_010239	942	792.873	11660.6	232.658
NM_024412	2409	2259.87	0.12258	0.000858093
NM_030601	3654	3504.87	73.3038	0.330867
NM_001085525	842	692.873	0	0
NM_009765	10940	10790.9	1210.22	1.77422
NM_009899	3899	3749.87	112.581	0.474952
NR_073181	1511	1361.87	2.39345	0.0278027
NR_130895	3798	3648.87	0.00111627	4.83959e-06
NR_126156	658	508.907	0	0
NR_126157	542	392.932	8.14547	0.327943
NR_126537	712	562.907	1.026	0.0288343
NM_018746	3164	3014.87	0	0
NM_013903	3276	3126.87	42	0.21249
NM_008406	3077	2927.87	0	0
NM_001289633	3044	2894.87	0	0
NM_001033199	2997	2847.87	0	0
NM_001289632	3113	2963.87	0	0
NM_001159299	3161	3011.87	0	0
NM_008407	2832	2682.87	1	0.00589657
NM_001243262	1954	1804.87	0	0
NM_007541	496	346.951	3.15665	0.143932
NM_198190	2027	1877.87	129.72	1.0928
NM_001289775	3729	3579.87	0	0
NM_001134391	2209	2059.87	128.892	0.98989
NM_001276397	1616	1466.87	21	0.226478
NM_009694	1218	1068.87	26	0.384811
NM_001003717	7115	6965.87	1220.98	2.7729
NM_001081204	4543	4393.87	1538	5.53743
NM_175489	7152	7002.87	1668.42	3.76903
NM_177992	1560	1410.87	841	9.42992
NM_010859	898	748.873	1	0.0211248
NM_008830	4083	3933.87	2.00265	0.00805351
NM_001291910	7632	7482.87	0	0
NM_172690	3410	3260.87	0	0
NM_001033532	5375	5225.87	909	2.75172
NM_207531	819	669.907	0	0
NM_001003910	4365	4215.87	49.3862	0.185318
NM_153595	2360	2210.87	20.0116	0.143191
NM_009624	7840	7690.87	391	0.804268
NM_001172160	4537	4387.87	1245.33	4.48984
NM_172121	3338	3188.87	220	1.0914
NM_027530	4097	3947.87	75.0903	0.300899
NM_001289776	4151	4001.87	0	0
NM_001289774	3561	3411.87	1189.07	5.51332
NM_031159	2265	2115.87	9.80418	0.073303
NM_009307	3386	3236.87	14.0138	0.0684902
NM_015792	3539	3389.87	3432	16.0164
NM_178382	3984	3834.87	5460.67	22.5265
NM_028033	1814	1664.87	2.00894	0.0190891
NM_001289777	3976	3826.87	0	0
NM_148958	1872	1722.87	233	2.13945
NM_001003939	1865	1715.87	25.6022	0.236044
NR_073122	3036	2886.87	41.2013	0.225779
NM_011030	4057	3907.87	1190.58	4.81967
NM_007558	2366	2216.87	52.6804	0.375931
NM_001256019	2405	2255.87	0	0
NM_011212	5411	5261.87	292.418	0.879151
NM_008855	8830	8680.87	131.963	0.240485
NM_133882	2239	2089.87	0	0
NM_139051	2947	2797.87	4	0.0226168
NM_178907	2816	2666.87	1051	6.23448
NM_027419	1674	1524.87	78.6725	0.816186
NM_027442	3002	2852.87	172.69	0.957601
NM_027617	1920	1770.87	0	0
NM_001039154	3822	3672.87	0	0
NM_001122643	3318	3168.87	165.092	0.82418
NM_001256481	1237	1087.87	15.8506	0.230498
NM_001285914	3166	3016.87	0	0
NM_001122640	3551	3401.87	48.3516	0.22485
NM_027526	3236	3086.87	1.19036e-07	6.10041e-10
NM_001122641	3269	3119.87	77.2629	0.391773
NM_001122642	3317	3167.87	83.3135	0.416052
NM_009869	2903	2753.87	0	0
NM_144529	3503	3353.87	44.6479	0.210598
NM_007667	4786	4636.87	0	0
NM_027534	5582	5432.87	1017.21	2.96198
NM_027585	2106	1956.87	6.00438	0.0485406
NM_009455	1386	1236.87	1536.69	19.6545
NM_001285913	3203	3053.87	0	0
NM_177613	1295	1145.87	4091	56.4798
NM_026004	1687	1537.87	1649.22	16.9652
NM_133777	988	838.873	9808	184.963
NM_019803	1982	1832.87	1770	15.2771
NM_001145162	2711	2561.87	0	0
NM_001252374	1530	1380.87	1094.78	12.5422
NM_001277575	1240	1090.87	0.743525	0.0107825
NM_010260	2471	2321.87	34	0.231654
NM_001277512	1240	1090.87	9.36057	0.135746
NM_001271017	3060	2910.87	266.354	1.44755
NM_021402	3520	3370.87	1095.39	5.14073
NM_001277487	1240	1090.87	0	0
NM_025985	3837	3687.87	4105	17.6091
NM_145420	1448	1298.87	887	10.8033
NM_027391	1540	1390.87	8	0.0909918
NM_001039159	3220	3070.87	898.229	4.62727
NM_025356	2619	2469.87	23451	150.206
NM_019912	2483	2333.87	4530	30.7058
NM_009459	4657	4507.87	3679.91	12.9141
NM_026083	6151	6001.87	1181	3.11288
NM_010861	633	483.932	0	0
NM_001034910	619	469.932	0	0
NM_009458	2141	1991.87	3964	31.4827
NM_173755	5192	5042.87	1112	3.4884
NM_201411	5876	5726.87	6.02457	0.0166421
NM_001284312	3284	3134.87	155.382	0.784116
NM_001039157	3383	3233.87	993.074	4.85801
NM_001081167	2367	2217.87	5	0.0356643
NM_019586	3522	3372.87	5691	26.6924
NM_010259	2820	2670.87	0	0
NM_026275	3312	3162.87	3711	18.5613
NM_009456	2609	2459.87	8804	56.6196
NM_172905	2350	2200.87	0	0
NM_009454	1562	1412.87	3650	40.8686
NM_009546	5596	5446.87	1034.96	3.00591
NM_172493	8456	8306.87	756.587	1.44086
NM_201518	7099	6949.87	992	2.25806
NM_144839	1410	1260.87	331	4.15295
NM_001169576	4564	4414.87	105.673	0.378656
NM_019670	3516	3366.87	2170	10.1961
NM_001169577	4140	3990.87	460.413	1.82507
NM_029348	7824	7674.87	1417	2.92078
NM_001039158	3357	3207.87	745.704	3.67747
NM_001284314	3139	2989.87	69.9925	0.370338
NM_001164597	5390	5240.87	1874	5.65673
NM_080560	3851	3701.87	8334	35.6149
NM_001271016	1551	1401.87	7.51056	0.0847546
NM_026785	931	781.873	4214.34	85.2694
NM_001162909	1102	952.873	203	3.37024
NM_025773	3139	2989.87	1280.93	6.77757
NM_009868	4004	3854.87	0	0
NR_110430	3421	3271.87	0	0
NR_110432	3383	3233.87	1.00283e-05	4.90575e-08
NR_110431	3337	3187.87	82	0.406923
NR_110471	652	502.907	51.4205	1.61751
NR_110470	1645	1495.87	13.7634	0.145556
NR_110469	1714	1564.87	36.8161	0.372185
NM_001294277	687	537.907	75.0205	2.20634
NM_020035	4266	4116.87	268.107	1.03024
NM_001305386	3601	3451.87	335.893	1.53938
NM_001305387	3539	3389.87	0	0
NM_028727	2297	2147.87	36.9169	0.271905
NM_001159599	3756	3606.87	2682.14	11.7639
NM_001305392	2218	2068.87	0.00143548	1.09765e-05
NM_001305399	3919	3769.87	189.574	0.795523
NM_177733	4866	4716.87	351.426	1.17863
NM_027985	1249	1099.87	668.126	9.60982
NM_001305420	1179	1029.87	19.8743	0.305287
NM_028788	3608	3458.87	79	0.36132
NM_001305421	4011	3861.87	0	0
NM_001305423	3531	3381.87	142.652	0.6673
NM_001008545	6513	6363.87	49.8791	0.123993
NM_001305425	7363	7213.87	228.11	0.500237
NM_001003899	6486	6336.87	302.325	0.754743
NM_001008546	6425	6275.87	73.9421	0.186388
NM_145556	7454	7304.87	8437.22	18.272
NM_001045514	5480	5330.87	48.6838	0.144473
NM_001305432	5261	5111.87	205.837	0.637007
NM_008961	3621	3471.87	220.383	1.00419
NM_001305436	3551	3401.87	17.7703	0.0826373
NM_001305437	3706	3556.87	834.516	3.71164
NM_001305440	2452	2302.87	52.9841	0.363978
NM_011896	2493	2343.87	218.746	1.47641
NM_001305441	2204	2054.87	1397.29	10.7573
NM_001305442	2163	2013.87	584.976	4.59521
NM_001305461	3157	3007.87	11	0.0578539
NM_007403	3117	2967.87	40.744	0.217179
NM_001291066	3114	2964.87	212.256	1.13254
NM_001305550	506	356.951	0	0
NM_001305549	518	368.951	13.4903	0.578434
NM_001305585	865	715.873	16.508	0.364803
NM_009778	5139	4989.87	8127	25.7656
NM_001305616	950	800.873	1.48859	0.0294044
NM_001305631	3624	3474.87	295.086	1.34341
NM_145924	3692	3542.87	1861.91	8.31388
NM_008869	2869	2719.87	2285.78	13.2949
NM_001305632	2866	2716.87	22.2238	0.129404
NM_010629	4027	3877.87	99.0952	0.404258
NM_001305643	3961	3811.87	1469.9	6.10029
NM_001305652	1824	1674.87	463.355	4.37655
NM_025784	1918	1768.87	127.645	1.14158
NM_178666	5085	4935.87	4.41644	0.0141549
NM_001305663	5094	4944.87	0.583563	0.00186695
NM_001305671	7316	7166.87	619.257	1.36691
NM_175459	7524	7374.87	2165.01	4.64413
NM_001305675	4034	3884.87	113.266	0.461234
NM_175180	4189	4039.87	497.734	1.94908
NM_001305676	1799	1649.87	1342.01	12.8678
NM_001305677	1863	1713.87	164.071	1.51445
NM_001305678	1768	1618.87	606.945	5.93112
NM_009480	1853	1703.87	32.9721	0.306133
NM_007609	1443	1293.87	1243	15.1977
NM_009811	1475	1325.87	1156	13.7929
NM_019774	3801	3651.87	5858.37	25.3782
NM_007976	7433	7283.87	2.35267	0.00510974
NM_001045555	2216	2066.87	0	0
NM_001290996	2153	2003.87	44.3606	0.350209
NM_001290998	1530	1380.87	6.63937	0.0760629
NM_008807	1767	1617.87	0	0
NM_001290999	1682	1532.87	2.09626e-05	2.16341e-07
NM_001081984	2203	2053.87	3	0.0231072
NM_022318	2062	1912.87	0	0
NM_007979	2735	2585.87	0	0
NM_021565	3747	3597.87	1572.86	6.91583
NM_001305797	2621	2471.87	1.57064	0.010052
NM_001305798	3615	3465.87	1148.14	5.24061
NM_001199123	1622	1472.87	246.88	2.65167
NM_001199124	1388	1238.87	1599.64	20.4266
NM_001305800	1863	1713.87	84.2291	0.77747
NM_025565	1235	1085.87	20.2513	0.295036
NM_007512	1514	1364.87	8948.99	103.725
NM_021489	1971	1821.87	0	0
NM_001305803	4429	4279.87	150.971	0.558037
NM_007610	3545	3395.87	1773	8.25956
NM_175303	5104	4954.87	0	0
NM_201395	3772	3622.87	0	0
NM_201396	2737	2587.87	2	0.0122261
NM_009696	1288	1138.87	44.2102	0.614111
NM_028066	2246	2096.87	0	0
NM_001305804	2749	2599.87	45.792	0.278636
NM_172990	2608	2458.87	727.511	4.68062
NM_001305805	1849	1699.87	0	0
NM_133501	1924	1774.87	0	0
NM_133500	1747	1597.87	5.44914	0.0539492
NM_001305808	1009	859.873	0	0
NM_153052	975	825.873	0	0
NM_010168	2051	1901.87	3	0.024954
NM_010172	1875	1725.87	1	0.00916623
NM_001305799	3666	3516.87	0	0
NM_001305819	1255	1105.87	12.8058	0.18319
NM_001305843	1358	1208.87	48.2925	0.631974
NM_001305844	1208	1058.87	33.6915	0.503357
NM_011860	3521	3371.87	0	0
NM_001039143	3473	3323.87	0	0
NM_001305857	3376	3226.87	0	0
NM_008100	1112	962.873	0	0
NM_010717	3337	3187.87	257.344	1.27707
NM_001305875	3124	2974.87	3.90205e-07	2.07503e-09
NM_027741	2193	2043.87	7.0385	0.0544786
NM_001305882	2302	2152.87	0	0
NM_001305935	1507	1357.87	151.981	1.77063
NM_027782	1734	1584.87	57.0341	0.569298
NM_001305936	3079	2929.87	341.059	1.84154
NM_001305937	1555	1405.87	476.006	5.35631
NM_001305941	2451	2301.87	0	0
NM_023608	2614	2464.87	0	0
NM_007858	5633	5483.87	2558.97	7.38207
NM_007627	2589	2439.87	0	0
NM_001305980	5660	5510.87	1641.1	4.71102
NM_001305981	5763	5613.87	209.926	0.591566
NM_001305982	2153	2003.87	1515	11.9603
NM_028029	6113	5963.87	251.593	0.667375
NM_007492	2898	2748.87	0	0
NM_001305940	2780	2630.87	0	0
NM_008116	2145	1995.87	0	0
NM_001305992	2141	1991.87	122	0.968942
NM_181590	3261	3111.87	808	4.10761
NM_013539	1220	1070.87	156.677	2.31455
NM_001306050	1242	1092.87	26.3292	0.381126
NM_001306051	1226	1076.87	0	0
NM_001306052	1178	1028.87	186.994	2.87519
NM_001306053	1162	1012.87	0	0
NM_001306059	2163	2013.87	0	0
NM_008356	2279	2129.87	9	0.066848
NM_001306069	3255	3105.87	1853.97	9.44319
NM_028320	3137	2987.87	8375.03	44.3429
NM_013565	4877	4727.87	14029.4	46.9433
NM_001306071	4652	4502.87	932.638	3.2766
NM_001306078	3089	2939.87	0	0
NM_028898	7046	6896.87	1514	3.47275
NM_001306081	6970	6820.87	0	0
NM_001306088	3908	3758.87	2222.41	9.35332
NM_008507	4294	4144.87	355.622	1.3573
NM_001306126	4326	4176.87	228.582	0.865747
NM_001306127	4382	4232.87	59.7959	0.223479
NM_001306128	4264	4114.87	0	0
NM_013595	1659	1509.87	547.085	5.7321
NM_024270	1362	1212.87	1413	18.4301
NM_001306143	1563	1413.87	1562.38	17.4814
NM_001306162	4723	4573.87	439.936	1.52162
NM_001306169	4240	4090.87	122.083	0.472104
NM_029825	2176	2026.87	4204.55	32.8165
NM_001306178	2816	2666.87	107.449	0.637382
NM_178632	5370	5220.87	4440.12	13.454
NM_001306203	5240	5090.87	242.329	0.753032
NM_001306204	5093	4943.87	489.827	1.56738
NM_001306205	1743	1593.87	727.701	7.22269
NM_001306217	1189	1039.87	40.9741	0.623346
NM_030057	1283	1133.87	1116.85	15.5822
NM_001306218	1539	1389.87	115.18	1.31099
NM_030080	1555	1405.87	29.0278	0.326639
NM_001307934	1476	1326.87	130.118	1.55134
NM_001307935	1340	1190.87	34.8542	0.46301
NM_023556	1707	1557.87	1361.3	13.8236
NM_001307989	1292	1142.87	0	0
NM_015743	5573	5423.87	12.1312	0.035383
NM_198012	2400	2250.87	348.287	2.44786
NM_001307998	2377	2227.87	238.713	1.69506
NM_030021	2352	2202.87	569.332	4.08861
NM_001024508	2448	2298.87	991.739	6.82468
NM_001308041	2445	2295.87	384.261	2.64775
NM_010908	2065	1915.87	15.7825	0.130319
NM_001306222	1384	1234.87	212.218	2.71868
NM_030175	2769	2619.87	0	0
NM_001308052	2555	2405.87	4	0.0263019
NM_030084	2157	2007.87	1465.08	11.5432
NM_001308072	2136	1986.87	1031.52	8.21307
NM_001308074	2123	1973.87	75.4035	0.604327
NM_001308091	403	254.38	187.319	11.6493
NM_030221	2660	2510.87	394.83	2.48763
NM_001308095	2481	2331.87	50.1702	0.340362
NM_001308144	2501	2351.87	871.699	5.86344
NM_001161338	3034	2884.87	359.177	1.96962
NM_030185	5756	5606.87	236.585	0.667523
NM_024480	3024	2874.87	619.025	3.40635
NM_001308167	3015	2865.87	0	0
NM_001308168	3098	2948.87	74.798	0.401267
NM_001308266	2672	2522.87	6	0.0376232
NM_011487	3000	2850.87	0	0
NM_010283	3610	3460.87	405.981	1.85575
NM_001145821	3574	3424.87	296.679	1.37038
NM_001308300	3508	3358.87	276.298	1.30132
NM_001308299	3544	3394.87	249.043	1.16051
NM_001308303	3479	3329.87	236.107	1.12171
NM_009543	3296	3146.87	1631.89	8.20375
NM_001308323	2564	2414.87	76.1898	0.499117
NM_001308327	6794	6644.87	223.865	0.532966
NM_008813	6791	6641.87	1484.23	3.53517
NM_001308329	6765	6615.87	24.9043	0.0595506
NM_011146	1769	1619.87	0	0
NM_001127330	2127	1977.87	191.84	1.53441
NM_001308352	1797	1647.87	96.0474	0.922065
NM_001308354	1776	1626.87	150.113	1.4597
NM_011350	4103	3953.87	0	0
NM_001308374	4009	3859.87	17.3265	0.0710131
NM_001308386	1716	1566.87	373.144	3.76741
NM_001308385	2002	1852.87	174.242	1.48767
NM_009173	1816	1666.87	101.072	0.95924
NM_008898	2527	2377.87	4682	31.1489
NM_008712	9695	9545.87	41.971	0.0695558
NM_007430	1811	1661.87	0	0
NM_009656	3883	3733.87	2873.85	12.176
NM_001308450	2060	1910.87	2561.15	21.2033
NM_025508	1584	1434.87	360	3.96907
NM_007451	1317	1167.87	28142	381.206
NM_029974	2342	2192.87	24	0.17314
NM_013476	10063	9913.87	62	0.0989346
NM_153053	1741	1591.87	1232	12.2434
NM_009910	1609	1459.87	0	0
NM_009663	1031	881.873	25	0.44847
NM_001308462	943	793.873	0	0
NM_001308464	1198	1048.87	37.2149	0.561298
NM_007724	3099	2949.87	0	0
NM_001081051	5146	4996.87	26	0.0823141
NM_007898	1757	1607.87	3717	36.5713
NM_016913	1867	1717.87	237.843	2.19027
NM_023638	1900	1750.87	28.3304	0.255975
NM_145907	1882	1732.87	0	0
NM_145908	1885	1735.87	79.9177	0.728324
NM_001308474	1361	1211.87	6.07666	0.0793245
NM_010110	3375	3225.87	1191	5.84069
NM_001308481	3620	3470.87	118.916	0.542001
NM_001308488	1191	1041.87	0	0
NM_010340	3086	2936.87	2	0.0107732
NM_001308501	2947	2797.87	0	0
NM_153521	3146	2996.87	2445.12	12.9072
NM_001308506	3666	3516.87	1859.01	8.36229
NM_008177	2582	2432.87	4.02339	0.0261621
NM_133990	3734	3584.87	4014	17.7135
NM_028794	1492	1342.87	1317	15.515
NM_030704	1825	1675.87	525	4.95585
NM_013563	1663	1513.87	2	0.0208997
NM_001308535	1559	1409.87	0	0
NM_008423	3815	3665.87	12	0.051785
NM_008621	2525	2375.87	6207	41.3293
NM_028850	2550	2400.87	2619	17.257
NM_010883	1962	1812.87	14	0.122169
NM_001001737	4904	4754.87	896.505	2.98273
NM_001309195	2644	2494.87	164.055	1.04026
NM_001309216	2646	2496.87	519.294	3.29016
NM_001309373	638	488.932	1.76077	0.0569709
NM_001309374	549	399.932	4.23923	0.167688
NM_001309382	852	702.873	2404.68	54.1227
NM_001309389	3760	3610.87	192.206	0.842084
NM_001309388	4096	3946.87	1947.9	7.80754
NM_001309391	5833	5683.87	1585.97	4.41417
NM_001309392	5788	5638.87	86.1043	0.241564
NM_027703	5329	5179.87	807.743	2.46691
NM_001309398	1885	1735.87	19.467	0.177411
NM_009637	2762	2612.87	83.3101	0.504405
NM_001005605	6379	6229.87	1648.57	4.18628
NM_001309436	5176	5026.87	499.262	1.5712
NM_001309446	3172	3022.87	76.6275	0.401019
NM_001309460	8102	7952.87	491.863	0.978408
NM_001309484	1237	1087.87	0	0
NM_001309485	1359	1209.87	0	0
NM_001309519	3912	3762.87	0	0
NM_001309526	3012	2862.87	239.787	1.32502
NM_001309528	4358	4208.87	166.268	0.624945
NM_001039647	2720	2570.87	0	0
NM_020008	2279	2129.87	0	0
NM_001309637	2144	1994.87	6.05343	0.0480049
NM_001309645	994	844.873	198.595	3.71858
NM_001145552	2189	2039.87	502.582	3.89765
NM_001045484	1339	1189.87	3	0.039886
NM_001309795	584	434.932	74.3279	2.70353
NM_025461	2125	1975.87	550.107	4.40441
NM_001309808	1945	1795.87	74.4574	0.655891
NM_001309809	869	719.873	856.604	18.8245
NM_001309810	959	809.873	12.7325	0.248712
NM_001309814	852	702.873	0	0
NM_025292	10417	10267.9	3498.02	5.38941
NM_021419	2096	1946.87	1306.09	10.6129
NM_028791	6396	6246.87	3124.55	7.91271
NM_001309909	1579	1429.87	175.947	1.94663
NM_011886	1576	1426.87	192.61	2.13547
NM_001309910	1474	1324.87	0	0
