target_id	length	eff_length	est_counts	tpm
NM_001114879	7307	7132.22	53.1329	0.163759
NM_133222	4106	3931.22	0	0
NM_175642	5522	5347.22	0	0
NM_001277317	2789	2614.22	152.347	1.28102
NM_001302957	7409	7234.22	2146.02	6.52089
NM_145496	2350	2175.22	180.163	1.82066
NM_001277318	2761	2586.22	1069.27	9.08842
NM_001302958	2265	2090.22	87.9405	0.92483
NM_025459	2929	2754.22	455.704	3.63705
NM_001033400	2548	2373.22	0	0
NM_001081033	2848	2673.22	0	0
NM_001081403	4018	3843.22	2	0.0114393
NM_178643	1788	1613.22	483.711	6.5911
NM_024450	3470	3295.22	125.718	0.838647
NM_183216	3072	2897.22	28.3721	0.215266
NM_001034851	3139	2964.22	1153.24	8.55213
NM_028945	7581	7406.22	2104.48	6.24618
NM_173036	2454	2279.22	3	0.0289335
NM_027980	3175	3000.22	1018	7.45865
NM_008904	6464	6289.22	108.21	0.378213
NM_144520	2529	2354.22	113	1.05511
NM_010897	11847	11672.2	2397	4.51419
NM_178677	5801	5626.22	110.65	0.432313
NM_009147	4108	3933.22	2470	13.8043
NM_001164562	5676	5501.22	244.386	0.976524
NM_019951	1113	938.219	3333	78.0901
NM_011342	1815	1640.22	2344.58	31.4215
NM_024206	1301	1126.22	4381	85.5097
NM_133704	3992	3817.22	1496	8.61489
NM_001029937	3928	3753.22	21.1132	0.123656
NM_025468	770	595.252	1758	64.9207
NM_001252544	2792	2617.22	2824.04	23.719
NM_001252545	2781	2606.22	141.933	1.19712
NM_146013	2956	2781.22	0	0
NM_152915	3664	3489.22	1	0.00629995
NM_001281816	2421	2246.22	0	0
NM_153125	8754	8579.22	5078	13.011
NM_001252543	2799	2624.22	50.2227	0.420693
NM_019787	2810	2635.22	1438.81	12.0019
NR_015577	1840	1665.22	349.553	4.61431
NR_003278	1870	1695.22	7978.92	103.463
NM_001127725	2337	2162.22	8	0.0813309
NR_027710	6495	6320.22	0	0
NR_132443	2983	2808.22	147.053	1.15108
NM_001012402	1234	1059.22	2	0.0415058
NM_001005847	1307	1132.22	956	18.5606
NM_001205054	1277	1102.22	0	0
NM_001285418	3866	3691.22	0	0
NM_001285419	3855	3680.22	0	0
NM_001048139	4161	3986.22	0	0
NM_001285416	4078	3903.22	0	0
NM_001048141	4001	3826.22	0	0
NM_001048142	4009	3834.22	28.0298	0.160697
NM_001285421	3941	3766.22	0	0
NM_007540	4302	4127.22	0	0
NM_001285417	3875	3700.22	0	0
NM_001285420	3743	3568.22	0	0
NM_001316310	3950	3775.22	0	0
NM_001282737	692	517.279	2618	111.253
NM_001195544	902	727.219	0	0
NM_009571	2816	2641.22	0	0
NM_007711	5529	5354.22	2634.42	10.8157
NM_001099326	733	558.252	0	0
NM_001302386	4169	3994.22	1962.77	10.802
NM_008996	2657	2482.22	7953.44	70.4336
NM_001085524	842	667.219	0	0
NM_001252089	1704	1529.22	1795.58	25.8108
NM_010240	986	811.219	53677	1454.5
NM_139148	3306	3131.22	68	0.477376
NM_173873	5705	5530.22	240.995	0.957925
NM_173876	5250	5075.22	688.237	2.98091
NM_001277184	860	685.219	0	0
NM_011334	4641	4466.22	713.901	3.51369
NM_017474	2935	2760.22	4	0.0318553
NM_001081001	11134	10959.2	647.08	1.29791
NM_009764	6648	6473.22	2141	7.27045
NM_009900	3670	3495.22	213	1.33959
NM_173874	5781	5606.22	1618.35	6.34551
NM_001302387	4231	4056.22	968.929	5.25092
NM_207208	2998	2823.22	2	0.0155722
NM_009033	1750	1575.22	1849.42	25.8083
NM_013491	3545	3370.22	6	0.0391344
NM_001038697	733	558.252	0	0
NM_001146307	2405	2230.22	0	0
NM_178697	3921	3746.22	7	0.0410743
NM_019701	2344	2169.22	0	0
NM_027661	1408	1233.22	0	0
NM_010239	942	767.219	9066.95	259.781
NM_024412	2409	2234.22	0	0
NM_030601	3654	3479.22	62.2335	0.393195
NM_001085525	842	667.219	0	0
NM_009765	10940	10765.2	673.92	1.3761
NM_009899	3899	3724.22	59.5042	0.351219
NR_073181	1511	1336.22	7.04509	0.115898
NR_130895	3798	3623.22	0	0
NR_126156	658	483.329	0	0
NR_126157	542	367.535	4	0.239236
NR_126537	712	537.279	1.01796	0.0416483
NM_018746	3164	2989.22	0	0
NM_013903	3276	3101.22	41	0.290614
NM_008406	3077	2902.22	0	0
NM_001289633	3044	2869.22	2	0.0153226
NM_001033199	2997	2822.22	0	0
NM_001289632	3113	2938.22	0	0
NM_001159299	3161	2986.22	0	0
NM_008407	2832	2657.22	0	0
NM_001243262	1954	1779.22	0	0
NM_007541	496	321.777	0	0
NM_198190	2027	1852.22	73.6619	0.87421
NM_001289775	3729	3554.22	0	0
NM_001134391	2209	2034.22	103.336	1.11666
NM_001276397	1616	1441.22	6	0.0915137
NM_009694	1218	1043.22	15	0.316068
NM_001003717	7115	6940.22	655.339	2.07567
NM_001081204	4543	4368.22	986	4.96178
NM_175489	7152	6977.22	1791.25	5.64336
NM_177992	1560	1385.22	760	12.0604
NM_010859	898	723.219	0	0
NM_008830	4083	3908.22	3	0.0168736
NM_001291910	7632	7457.22	0	0
NM_172690	3410	3235.22	0	0
NM_001033532	5375	5200.22	618	2.61235
NM_207531	819	644.252	1	0.0341201
NM_001003910	4365	4190.22	27.6902	0.145263
NM_153595	2360	2185.22	8.71118	0.0876289
NM_009624	7840	7665.22	331	0.949224
NM_001172160	4537	4362.22	997.316	5.02563
NM_172121	3338	3163.22	221	1.53578
NM_027530	4097	3922.22	0.351277	0.00196872
NM_001289776	4151	3976.22	62.5807	0.345967
NM_001289774	3561	3386.22	918.823	5.96461
NM_031159	2265	2090.22	0	0
NM_009307	3386	3211.22	3.00577	0.0205755
NM_015792	3539	3364.22	2612	17.0669
NM_178382	3984	3809.22	5599.68	32.3141
NM_028033	1814	1639.22	1.00278	0.0134472
NM_001289777	3976	3801.22	0	0
NM_148958	1872	1697.22	198	2.56444
NM_001003939	1865	1690.22	8.59864	0.111828
NR_073122	3036	2861.22	26.4474	0.203187
NM_011030	4057	3882.22	791.505	4.48166
NM_007558	2366	2191.22	29.274	0.293672
NM_001256019	2405	2230.22	19.5888	0.193074
NM_011212	5411	5236.22	350.381	1.47092
NM_008855	8830	8655.22	73.5852	0.186886
NM_133882	2239	2064.22	0	0
NM_139051	2947	2772.22	0	0
NM_178907	2816	2641.22	975	8.11457
NM_027419	1674	1499.22	52.4348	0.768811
NM_027442	3002	2827.22	189.703	1.47496
NM_027617	1920	1745.22	0	0
NM_001039154	3822	3647.22	0	0
NM_001122643	3318	3143.22	240.713	1.68341
NM_001256481	1237	1062.22	7.18385	0.148665
NM_001285914	3166	2991.22	0	0
NM_001122640	3551	3376.22	91.3713	0.594901
NM_027526	3236	3061.22	0	0
NM_001122641	3269	3094.22	0	0
NM_001122642	3317	3142.22	0	0
NM_009869	2903	2728.22	0	0
NM_144529	3503	3328.22	108.913	0.719336
NM_007667	4786	4611.22	0	0
NM_027534	5582	5407.22	827.695	3.36482
NM_027585	2106	1931.22	9.00448	0.102493
NM_009455	1386	1211.22	1160.6	21.0633
NM_001285913	3203	3028.22	0	0
NM_177613	1295	1120.22	3157	61.9493
NM_026004	1687	1512.22	865.718	12.5842
NM_133777	988	813.219	6806	183.971
NM_019803	1982	1807.22	1449	17.6247
NM_001145162	2711	2536.22	0	0
NM_001252374	1530	1355.22	793.282	12.8672
NM_001277575	1240	1065.22	0.159074	0.00328266
NM_010260	2471	2296.22	72	0.689262
NM_001277512	1240	1065.22	0.159074	0.00328266
NM_001271017	3060	2885.22	211.63	1.61236
NM_021402	3520	3345.22	753.466	4.95113
NM_001277487	1240	1065.22	0	0
NM_025985	3837	3662.22	3433	20.606
NM_145420	1448	1273.22	661	11.412
NM_027391	1540	1365.22	10	0.161014
NM_001039159	3220	3045.22	581.937	4.20071
NM_025356	2619	2444.22	16391	147.411
NM_019912	2483	2308.22	3274	31.1793
NM_009459	4657	4482.22	2223.94	10.9068
NM_026083	6151	5976.22	979	3.60099
NM_010861	633	458.352	0	0
NM_001034910	619	444.374	0	0
NM_009458	2141	1966.22	3138	35.0821
NM_173755	5192	5017.22	926	4.05708
NM_201411	5876	5701.22	12.2493	0.0472291
NM_001284312	3284	3109.22	165.069	1.16702
NM_001039157	3383	3208.22	588.043	4.02912
NM_001081167	2367	2192.22	7	0.0701906
NM_019586	3522	3347.22	3885	25.5136
NM_010259	2820	2645.22	0	0
NM_026275	3312	3137.22	2722	19.0725
NM_009456	2609	2434.22	5957	53.7939
NM_172905	2350	2175.22	0	0
NM_009454	1562	1387.22	2069	32.7854
NM_009546	5596	5421.22	1040.7	4.21984
NM_172493	8456	8281.22	785.159	2.08415
NM_201518	7099	6924.22	1122	3.56194
NM_144839	1410	1235.22	307	5.46336
NM_001169576	4564	4389.22	73.7893	0.369548
NM_019670	3516	3341.22	1553	10.2172
NM_001169577	4140	3965.22	425.269	2.35755
NM_029348	7824	7649.22	991	2.84788
NM_001039158	3357	3182.22	573.689	3.96288
NM_001284314	3139	2964.22	38.2991	0.284016
NM_001164597	5390	5215.22	1558	6.56689
NM_080560	3851	3676.22	5564	33.2699
NM_001271016	1551	1376.22	5.15792	0.0823857
NM_026785	931	756.219	2315.8	67.316
NM_001162909	1102	927.219	133	3.15308
NM_025773	3139	2964.22	917.765	6.80591
NM_009868	4004	3829.22	0	0
NR_110430	3421	3246.22	38.6455	0.261689
NR_110432	3383	3208.22	0	0
NR_110431	3337	3162.22	41.9873	0.291871
NR_110471	652	477.329	21.5438	0.992134
NR_110470	1645	1470.22	15.715	0.234962
NR_110469	1714	1539.22	20.7412	0.296209
NM_001294277	687	512.279	61.9031	2.65626
NM_020035	4266	4091.22	237.164	1.27427
NM_001305386	3601	3426.22	400.836	2.57168
NM_001305387	3539	3364.22	0	0
NM_028727	2297	2122.22	69.761	0.722583
NM_001159599	3756	3581.22	2409.5	14.7898
NM_001305392	2218	2043.22	0	0
NM_001305399	3919	3744.22	69.4313	0.407624
NM_177733	4866	4691.22	173.605	0.81347
NM_027985	1249	1074.22	518	10.5999
NM_001305420	1179	1004.22	0	0
NM_028788	3608	3433.22	84.216	0.53921
NM_001305421	4011	3836.22	15.784	0.0904438
NM_001305423	3531	3356.22	80.5482	0.527559
NM_001008545	6513	6338.22	28.1921	0.0977745
NM_001305425	7363	7188.22	51.7674	0.158307
NM_001003899	6486	6311.22	125.726	0.437902
NM_001008546	6425	6250.22	61.4536	0.216131
NM_145556	7454	7279.22	6868.56	20.7418
NM_001045514	5480	5305.22	96.899	0.401496
NM_001305432	5261	5086.22	123.299	0.53288
NM_008961	3621	3446.22	229.726	1.46532
NM_001305436	3551	3376.22	16.638	0.108327
NM_001305437	3706	3531.22	796.123	4.95588
NM_001305440	2452	2277.22	0	0
NM_011896	2493	2318.22	219.552	2.08184
NM_001305441	2204	2029.22	819.293	8.87514
NM_001305442	2163	1988.22	708.155	7.82942
NM_001305461	3157	2982.22	3	0.022113
NM_007403	3117	2942.22	157.756	1.17863
NM_001291066	3114	2939.22	241.244	1.80422
NM_001305550	506	331.711	0	0
NM_001305549	518	343.678	0	0
NM_001305585	865	690.219	17.4198	0.554781
NM_009778	5139	4964.22	12910	57.1663
NM_001305616	950	775.219	0	0
NM_001305631	3624	3449.22	189.685	1.20886
NM_145924	3692	3517.22	1102.32	6.88924
NM_008869	2869	2694.22	1266	10.3292
NM_001305632	2866	2691.22	0	0
NM_010629	4027	3852.22	201.658	1.15072
NM_001305643	3961	3786.22	1229.34	7.13727
NM_001305652	1824	1649.22	308.799	4.11589
NM_025784	1918	1743.22	113.201	1.42745
NM_178666	5085	4910.22	1.8446	0.00825783
NM_001305663	5094	4919.22	0.155403	0.000694428
NM_001305671	7316	7141.22	501.339	1.54321
NM_175459	7524	7349.22	2287.8	6.84292
NM_001305675	4034	3859.22	88.4087	0.503571
NM_175180	4189	4014.22	589.591	3.22861
NM_001305676	1799	1624.22	1183.32	16.0148
NM_001305677	1863	1688.22	97.9578	1.27548
NM_001305678	1768	1593.22	390.384	5.38619
NM_009480	1853	1678.22	39.3414	0.515307
NM_007609	1443	1268.22	1148	19.8981
NM_009811	1475	1300.22	1028	17.3797
NM_019774	3801	3626.22	4511.93	27.351
NM_007976	7433	7258.22	3	0.00908566
NM_001045555	2216	2041.22	0	0
NM_001290996	2153	1978.22	30.8104	0.342364
NM_001290998	1530	1355.22	9.18956	0.149056
NM_008807	1767	1592.22	0	0
NM_001290999	1682	1507.22	0	0
NM_001081984	2203	2028.22	0	0
NM_022318	2062	1887.22	2	0.0232955
NM_007979	2735	2560.22	0	0
NM_021565	3747	3572.22	1318.74	8.11498
NM_001305797	2621	2446.22	4.02882	0.0362032
NM_001305798	3615	3440.22	1297.26	8.28905
NM_001199123	1622	1447.22	182.369	2.77001
NM_001199124	1388	1213.22	955.822	17.3182
NM_001305800	1863	1688.22	73.8097	0.961058
NM_025565	1235	1060.22	0	0
NM_007512	1514	1339.22	6156.93	101.06
NM_021489	1971	1796.22	1	0.0122379
NM_001305803	4429	4254.22	261.603	1.35172
NM_007610	3545	3370.22	1458	9.50965
NM_175303	5104	4929.22	0	0
NM_201395	3772	3597.22	0	0
NM_201396	2737	2562.22	0	0
NM_009696	1288	1113.22	17.7698	0.350887
NM_028066	2246	2071.22	0	0
NM_001305804	2749	2574.22	46.9573	0.40098
NM_172990	2608	2433.22	546.829	4.94009
NM_001305805	1849	1674.22	0	0
NM_133501	1924	1749.22	6.86333	0.0862493
NM_133500	1747	1572.22	0	0
NM_001305808	1009	834.219	0	0
NM_153052	975	800.219	0	0
NM_010168	2051	1876.22	3	0.0351482
NM_010172	1875	1700.22	0	0
NM_001305799	3666	3491.22	0	0
NM_001305819	1255	1080.22	31.6842	0.644757
NM_001305843	1358	1183.22	5.18326	0.0962949
NM_001305844	1208	1033.22	32.3627	0.688522
NM_011860	3521	3346.22	0	0
NM_001039143	3473	3298.22	0	0
NM_001305857	3376	3201.22	0	0
NM_008100	1112	937.219	0	0
NM_010717	3337	3162.22	103.923	0.72241
NM_001305875	3124	2949.22	82.277	0.613248
NM_027741	2193	2018.22	0	0
NM_001305882	2302	2127.22	6.0468	0.0624854
NM_001305935	1507	1332.22	112.782	1.86093
NM_027782	1734	1559.22	93.7402	1.32155
NM_001305936	3079	2904.22	346.098	2.6196
NM_001305937	1555	1380.22	380.162	6.0546
NM_001305941	2451	2276.22	0	0
NM_023608	2614	2439.22	4	0.0360474
NM_007858	5633	5458.22	2040.75	8.21871
NM_007627	2589	2414.22	0	0
NM_001305980	5660	5485.22	1385.54	5.55251
NM_001305981	5763	5588.22	122.713	0.482706
NM_001305982	2153	1978.22	1019	11.3231
NM_028029	6113	5938.22	225.714	0.835541
NM_007492	2898	2723.22	0	0
NM_001305940	2780	2605.22	0	0
NM_008116	2145	1970.22	5.58849	0.0623513
NM_001305992	2141	1966.22	56.4115	0.630668
NM_181590	3261	3086.22	710	5.05704
NM_013539	1220	1045.22	99.8455	2.09984
NM_001306050	1242	1067.22	27.7304	0.571172
NM_001306051	1226	1051.22	21.1392	0.442039
NM_001306052	1178	1003.22	82.285	1.80298
NM_001306053	1162	987.219	0	0
NM_001306059	2163	1988.22	6.32726	0.0699547
NM_008356	2279	2104.22	14.6727	0.15328
NM_001306069	3255	3080.22	1374.48	9.80893
NM_028320	3137	2962.22	5497.52	40.7957
NM_013565	4877	4702.22	9201.07	43.0131
NM_001306071	4652	4477.22	536.729	2.63519
NM_001306078	3089	2914.22	0	0
NM_028898	7046	6871.22	1237	3.95732
NM_001306081	6970	6795.22	0	0
NM_001306088	3908	3733.22	1775.29	10.4532
NM_008507	4294	4119.22	144.63	0.771807
NM_001306126	4326	4151.22	231.156	1.22404
NM_001306127	4382	4207.22	137.214	0.716915
NM_001306128	4264	4089.22	0	0
NM_013595	1659	1484.22	400.957	5.93833
NM_024270	1362	1187.22	1242	22.9962
NM_001306143	1563	1388.22	1050.34	16.6317
NM_001306162	4723	4548.22	232.198	1.12223
NM_001306169	4240	4065.22	91.9953	0.497447
NM_029825	2176	2001.22	2859.65	31.4111
NM_001306178	2816	2641.22	67.3512	0.560539
NM_178632	5370	5195.22	3419.64	14.4691
NM_001306203	5240	5065.22	210.208	0.912256
NM_001306204	5093	4918.22	224.36	1.00277
NM_001306205	1743	1568.22	475.177	6.6606
NM_001306217	1189	1014.22	12.438	0.269578
NM_030057	1283	1108.22	1041.81	20.6646
NM_001306218	1539	1364.22	47.7566	0.76951
NM_030080	1555	1380.22	43.1877	0.687824
NM_001307934	1476	1301.22	66.2877	1.11982
NM_001307935	1340	1165.22	5.52456	0.104221
NM_023556	1707	1532.22	1245.82	17.8731
NM_001307989	1292	1117.22	3.21469	0.0632508
NM_015743	5573	5398.22	3.79447	0.0154513
NM_198012	2400	2225.22	319.64	3.15758
NM_001307998	2377	2202.22	227.36	2.26944
NM_030021	2352	2177.22	482.944	4.87595
NM_001024508	2448	2273.22	922.782	8.92325
NM_001308041	2445	2270.22	264.218	2.55835
NM_010908	2065	1890.22	12.1981	0.141855
NM_001306222	1384	1209.22	141.802	2.57776
NM_030175	2769	2594.22	5	0.0423671
NM_001308052	2555	2380.22	0	0
NM_030084	2157	1982.22	1232.03	13.6626
NM_001308072	2136	1961.22	634.702	7.11392
NM_001308074	2123	1948.22	146.269	1.65036
NM_001308091	403	230.157	183.27	17.5038
NM_030221	2660	2485.22	314.549	2.7822
NM_001308095	2481	2306.22	25.4509	0.242587
NM_001308144	2501	2326.22	580.191	5.48258
NM_001161338	3034	2859.22	439.769	3.38098
NM_030185	5756	5581.22	174.069	0.685581
NM_024480	3024	2849.22	367.542	2.83561
NM_001308167	3015	2840.22	0	0
NM_001308168	3098	2923.22	13.6895	0.102941
NM_001308266	2672	2497.22	1	0.00880255
NM_011487	3000	2825.22	0	0
NM_010283	3610	3435.22	469.665	3.00537
NM_001145821	3574	3399.22	208.003	1.3451
NM_001308300	3508	3333.22	225.777	1.48896
NM_001308299	3544	3369.22	266.555	1.73909
NM_001308303	3479	3304.22	214.3	1.42567
NM_009543	3296	3121.22	1134.7	7.99138
NM_001308323	2564	2389.22	105.95	0.974791
NM_001308327	6794	6619.22	66.8419	0.221976
NM_008813	6791	6616.22	628.511	2.08818
NM_001308329	6765	6590.22	68.6468	0.228974
NM_011146	1769	1594.22	0	0
NM_001127330	2127	1952.22	63.085	0.710334
NM_001308352	1797	1622.22	39.2313	0.531605
NM_001308354	1776	1601.22	78.6836	1.08019
NM_011350	4103	3928.22	0	0
NM_001308374	4009	3834.22	15.2799	0.0876007
NM_001308386	1716	1541.22	206.411	2.94397
NM_001308385	2002	1827.22	264.683	3.18421
NM_009173	1816	1641.22	53.8927	0.721819
NM_008898	2527	2352.22	4739	44.2868
NM_008712	9695	9520.22	35.3117	0.0815337
NM_007430	1811	1636.22	0	0
NM_009656	3883	3708.22	1697.77	10.0642
NM_001308450	2060	1885.22	1783.23	20.7926
NM_025508	1584	1409.22	262	4.08684
NM_007451	1317	1142.22	19521	375.68
NM_029974	2342	2167.22	19	0.192715
NM_013476	10063	9888.22	39	0.0866985
NM_153053	1741	1566.22	896	12.5754
NM_009910	1609	1434.22	0	0
NM_009663	1031	856.219	26	0.667503
NM_001308462	943	768.219	0	0
NM_001308464	1198	1023.22	42.492	0.91286
NM_007724	3099	2924.22	1	0.00751718
NM_001081051	5146	4971.22	22.0024	0.0972907
NM_007898	1757	1582.22	2609	36.247
NM_016913	1867	1692.22	146.827	1.90728
NM_023638	1900	1725.22	24.041	0.306318
NM_145907	1882	1707.22	0	0
NM_145908	1885	1710.22	106.453	1.36827
NM_001308474	1361	1186.22	13.8313	0.256309
NM_010110	3375	3200.22	1001	6.87574
NM_001308481	3620	3445.22	124.591	0.794938
NM_001308488	1191	1016.22	1	0.0216311
NM_010340	3086	2911.22	0	0
NM_001308501	2947	2772.22	2	0.0158587
NM_153521	3146	2971.22	1835.06	13.5763
NM_001308506	3666	3491.22	2366.74	14.9018
NM_008177	2582	2407.22	6.05755	0.0553155
NM_133990	3734	3559.22	4102	25.3341
NM_028794	1492	1317.22	893	14.9025
NM_030704	1825	1650.22	658	8.76495
NM_013563	1663	1488.22	0	0
NM_001308535	1559	1384.22	0	0
NM_008423	3815	3640.22	16	0.0966179
NM_008621	2525	2350.22	3278	30.6595
NM_028850	2550	2375.22	2387	22.0909
NM_010883	1962	1787.22	14	0.172193
NM_001001737	4904	4729.22	621.594	2.88923
NM_001309195	2644	2469.22	138.631	1.23414
NM_001309216	2646	2471.22	294.251	2.61741
NM_001309373	638	463.329	0	0
NM_001309374	549	374.498	1	0.058697
NM_001309382	852	677.219	1739.65	56.4673
NM_001309389	3760	3585.22	164.233	1.00695
NM_001309388	4096	3921.22	1329.94	7.45551
NM_001309391	5833	5658.22	1541.91	5.99023
NM_001309392	5788	5613.22	0	0
NM_027703	5329	5154.22	618.26	2.63678
NM_001309398	1885	1710.22	10.1999	0.131102
NM_009637	2762	2587.22	63.2191	0.537131
NM_001005605	6379	6204.22	1460.65	5.17518
NM_001309436	5176	5001.22	658.123	2.89265
NM_001309446	3172	2997.22	46.7398	0.342794
NM_001309460	8102	7927.22	475.713	1.31913
NM_001309484	1237	1062.22	0	0
NM_001309485	1359	1184.22	0	0
NM_001309519	3912	3737.22	0	0
NM_001309526	3012	2837.22	164.811	1.2769
NM_001309528	4358	4183.22	108.471	0.56999
NM_001039647	2720	2545.22	0	0
NM_020008	2279	2104.22	6.00199	0.0627002
NM_001309637	2144	1969.22	0	0
NM_001309645	994	819.219	144.289	3.87166
NM_001145552	2189	2014.22	580.799	6.33847
NM_001045484	1339	1164.22	1	0.0188812
NM_001309795	584	409.418	0.804935	0.0432174
NM_025461	2125	1950.22	398.32	4.48967
NM_001309808	1945	1770.22	52.4594	0.651421
NM_001309809	869	694.219	532.006	16.8455
NM_001309810	959	784.219	6.45071	0.180815
NM_001309814	852	677.219	15.0427	0.488272
NM_025292	10417	10242.2	3044.82	6.5348
NM_021419	2096	1921.22	1072.94	12.2762
NM_028791	6396	6221.22	2739.6	9.68002
NM_001309909	1579	1404.22	240.74	3.76859
NM_011886	1576	1401.22	258.109	4.04914
NM_001309910	1474	1299.22	12.3211	0.208464
NM_007712	2320	2145.22	500.364	5.12719
NM_001163432	2317	2142.22	153.625	1.57638
NM_001310021	1194	1019.22	0	0
NM_022000	2483	2308.22	0	0
NM_027196	939	764.219	499.082	14.3555
NM_001310039	1843	1668.22	110.434	1.45517
NM_019952	1862	1687.22	523.157	6.81593
